address_geo,count,perc,cumperc,geocode_yes,latitude,longitude,,
7th street and Skid Row  Los Angeles 90013,1,2.48E-04,0.576065411,1,34.040738,-118.246816,,
7th to 6th and Crocker ST Los Angeles 90013,1,2.48E-04,0.578295342,1,34.040928,-118.245124,,
7th to 8th and Wall  ST Los Angeles 90013,1,2.48E-04,0.581516353,1,34.041029,-118.249512,,
San Juilian Ave and 8th & 7th  ST Los Angeles 90013,1,2.48E-04,0.871407334,,34.041134,-118.247498,,
San julian Street and wall  ST Los Angeles,1,2.48E-04,0.874132805,,34.041134,-118.247498,,
San Julian Street and wall ST Los Angeles,1,2.48E-04,0.871655104,,34.041134,-118.247498,,
San Julian to Kholer and 7th St Los Angeles 90022,1,2.48E-04,0.871902874,,34.041134,-118.247498,,
San Julian to San Pedro and 6th ST Los Angeles 90014,1,2.48E-04,0.872150644,,34.041134,-118.247498,,
7th to 5th and Towne AVE Los Angeles 90013,1,2.48E-04,0.578047572,1,34.041295,-118.24363,,
7th St to 4th St and Stanford Av Los Angeles 90014,1,2.48E-04,0.575074331,1,34.0413,-118.242357,,
7th to 4th and Stanford AVE Los Angeles 90013,1,2.48E-04,0.577056492,1,34.0413,-118.242357,,
7th to 4th and Stanforf ST Los Angeles 90013,1,2.48E-04,0.577304262,1,34.0413,-118.242357,,
wall san julian ssan pedro and 8th ST Los Angeles 90013,1,2.48E-04,0.996283449,1,34.041304,-118.24765,,
14th Steet and Oak ST Los Angeles 90015,1,2.48E-04,0.430624381,1,34.041316,-118.274233,,
CROCKER & TOWNE and 6TH ST Los Angeles 90021,1,2.48E-04,0.644945491,1,34.041491,-118.244014,,
7th St & 6th St and San Pedro St  Los Angeles,1,2.48E-04,0.574083251,1,34.04156,-118.245885,,
Crocker and 6th ST Los Angeles 90013,1,2.48E-04,0.660307235,1,34.041619,-118.244328,,
Wall and 7th ST Los Angeles 90013,2,4.96E-04,0.265609514,1,34.041936,-118.248544,,
Wall and 7th  ST Los Angeles 90013,1,2.48E-04,0.92938553,1,34.041936,-118.248544,,
Wall and 7th  ST Los Angeles 90014,1,2.48E-04,0.9296333,1,34.041936,-118.248544,,
Wall and 7th  ST Los Angeles 90023,1,2.48E-04,0.92988107,1,34.041936,-118.248544,,
wall and 7th Los Angeles 90013,1,2.48E-04,0.996035679,1,34.041936,-118.248544,,
WALL and 7TH ST Los Angeles 90021,1,2.48E-04,0.923191278,1,34.041936,-118.248544,,
Wall and 7th ST Los Angeles 90021,1,2.48E-04,0.93012884,1,34.041936,-118.248544,,
Wall and 7th ST Los Angeles 90022,1,2.48E-04,0.930376611,1,34.041936,-118.248544,,
Wall Ave and 7th ST Los Angeles 90014,1,2.48E-04,0.925421209,1,34.041936,-118.248544,,
Wall to and 7th ST Los Angeles 90013,1,2.48E-04,0.935084242,1,34.041936,-118.248544,,
7th to 6th and San Julian ST Los Angeles 90013,1,2.48E-04,0.578543112,1,34.042095,-118.246778,,
5th street and gladys  AVE Los Angeles 90013,1,2.48E-04,0.553022795,1,34.04212566,-118.2404985,,
5th Street and Gladys  ST Los Angeles 90021,1,2.48E-04,0.550297324,1,34.04212566,-118.2404985,,
Wall to Towne and 6th ST Los Angeles 90013,1,2.48E-04,0.934836472,1,34.042237,-118.245194,,
6th and San Pedro AVE Los Angeles 90013,1,2.48E-04,0.562933598,1,34.042259,-118.245265,,
6th and San Pedro ST Los Angeles 90013,1,2.48E-04,0.563181368,1,34.042259,-118.245265,,
4th ST. & 6th ST. and Gladys AVE Los Angeles 90013,1,2.48E-04,0.526263627,1,34.042291,-118.240305,,
Wall and Kohller Street Los Angeles 90006,1,2.48E-04,0.931367691,1,34.042332,-118.245209,,
Walll Street and San Pedro ST Los Angeles,1,2.48E-04,0.935579782,1,34.042332,-118.245209,,
7th to 4th and Towne Los Angeles 90013,1,2.48E-04,0.577552032,1,34.042379,-118.242653,,
Crocker and 5th & 6th  Los Angeles 90013,1,2.48E-04,0.660059465,1,34.042558,-118.243631,,
7th to 5th St and San Pedro ST Los Angeles 90013,1,2.48E-04,0.577799802,1,34.042593,-118.245106,,
5th to 6th and Crocker Los Angeles 90013,2,4.96E-04,0.21506442,1,34.042615,-118.243559,,
5th to 8th and Wall  ST Los Angeles 90013,2,4.96E-04,0.21555996,1,34.042685,-118.247922,,
110 Freeway and Pico BLVD Los Angeles 90015,1,2.48E-04,0.373637265,1,34.042784,-118.272787,,
110 FWY and PICO  BLVD Los Angeles 90000,1,2.48E-04,0.370168484,1,34.042803,-118.272864,,
5 freeway and 4th ST Los Angeles 90033,1,2.48E-04,0.531962339,1,34.042989,-118.217204,,
5 Freeway underpass and 4th ST Los Angeles 90033,1,2.48E-04,0.530227948,1,34.042989,-118.217204,,
5 freeway underpass and 4th street Los Angeles 90033,1,2.48E-04,0.532705649,1,34.042989,-118.217204,,
5 fwy and 4th Los Angeles,1,2.48E-04,0.533201189,1,34.042989,-118.217204,,
Skid Row and OHS Los Angeles,5,0.00123885,0.060455897,,34.043104,-118.244743,,
Wall to Ceres and 5th ST Los Angeles 90013,2,4.96E-04,0.266105055,1,34.043172,-118.242162,,
Wall and Ceres and 5th St Los Angeles,1,2.48E-04,0.930624381,1,34.043172,-118.242162,,
Wall St - Ceres St and 5th  ST Los Angeles 90014,1,2.48E-04,0.926660059,1,34.043172,-118.242162,,
Wall St & Ceres Ave and 5th  ST Los Angeles 90013,1,2.48E-04,0.925668979,1,34.043172,-118.242162,,
WALL ST & CERES AVE and 5TH ST Los Angeles 90013,1,2.48E-04,0.922695738,1,34.043172,-118.242162,,
Wall St to Ceres Ave and 5th  ST Los Angeles 90013,1,2.48E-04,0.9271556,1,34.043172,-118.242162,,
Wall St to Ceres Ave and 5th ST Los Angeles 90013,1,2.48E-04,0.92740337,1,34.043172,-118.242162,,
Wall St to Ceres Ave and 5th St Los Angeles 90013,1,2.48E-04,0.92765114,1,34.043172,-118.242162,,
Wall Street to Ceres Avenue and 5th  ST Los Angeles,1,2.48E-04,0.92864222,1,34.043172,-118.242162,,
Wall to Central and 5th ST Los Angeles,1,2.48E-04,0.931863231,1,34.043172,-118.242162,,
Wall to Ceres and 5th  ST Los Angeles 90013,1,2.48E-04,0.932111001,1,34.043172,-118.242162,,
1959 4th  ST Los Angeles,1,2.48E-04,0.46333003,,34.043289,-118.217482,,
1960 E 4th  ST Los Angeles,1,2.48E-04,0.4635778,,34.043289,-118.217482,,
1960 E 4th  ST Los Angeles 90033,1,2.48E-04,0.46382557,,34.043289,-118.217482,,
1960 E. 4th St Los Angeles,1,2.48E-04,0.46407334,,34.043289,-118.217482,,
1967 E 4th  ST Los Angeles,1,2.48E-04,0.46432111,,34.043289,-118.217482,,
Central (5th to 6th) and Crocker (7th to 3rd) Los Angeles,1,2.48E-04,0.650396432,,34.043294,-118.242439,,
Central and 5th Los Angeles 90014,1,2.48E-04,0.650644202,,34.043294,-118.242439,,
Central and Crocker  ST Los Angeles,1,2.48E-04,0.650891972,,34.043294,-118.242439,,
Central and Crocker  ST Los Angeles 90013,1,2.48E-04,0.651139742,,34.043294,-118.242439,,
Central to Wall and 5th  ST Los Angeles 90022,1,2.48E-04,0.651387512,,34.043294,-118.242439,,
Ceres St to Wall and 5th St Los Angeles 90013,1,2.48E-04,0.652378593,,34.043294,-118.242439,,
Ceres to Wall and 5th  ST Los Angeles 90012,1,2.48E-04,0.653121903,,34.043294,-118.242439,,
Ceres to Wall and 5th  ST Los Angeles 90013,1,2.48E-04,0.653369673,,34.043294,-118.242439,,
Wall and 6th ST Los Angeles 90013,10,0.002477701,0.011892963,1,34.043405,-118.24713,,
Wall and 6th  ST Los Angeles 90013,2,4.96E-04,0.265113974,1,34.043405,-118.24713,,
wall and 6th ST Los Angeles 90013,1,2.48E-04,0.995787909,1,34.043405,-118.24713,,
Wall and 6th ST Los Angeles 90021,1,2.48E-04,0.92888999,1,34.043405,-118.24713,,
Wall and 6th ST Los Angeles 90023,1,2.48E-04,0.92913776,1,34.043405,-118.24713,,
6th and Wall ST Los Angeles 90021,1,2.48E-04,0.563676908,1,34.043465,-118.247123,,
7th to 3rd and Crocker ST Los Angeles 90013,2,4.96E-04,0.219028741,1,34.04351,-118.2428,,
110 FWY and LA LIVE WAY Los Angeles 90015,1,2.48E-04,0.369425173,1,34.043777,-118.271045,,
OHS Skid Row  Los Angeles,1,2.48E-04,0.824083251,,34.043807,-118.243254,,
Skid Row and OHS  Los Angeles,1,2.48E-04,0.883795837,,34.043807,-118.243254,,
Skid Row and Skid Row Los Angeles 90012,1,2.48E-04,0.884043608,,34.043807,-118.243254,,
Skidrow Los Angeles,1,2.48E-04,0.884291378,,34.043807,-118.243254,,
Skidrow Los Angeles 90021,1,2.48E-04,0.884539148,,34.043807,-118.243254,,
Crocker Street and San Pedro ST Los Angeles,3,7.43E-04,0.131070367,1,34.043913,-118.243418,,
Crocker and San Pedro Los Angeles,1,2.48E-04,0.660555005,1,34.043913,-118.243418,,
Crocker and San Pedro ST Los Angeles,1,2.48E-04,0.660802775,1,34.043913,-118.243418,,
Crocker to San Pedro and 5th Los Angeles 90013,1,2.48E-04,0.661050545,1,34.043913,-118.243418,,
6th and Maple Los Angeles,1,2.48E-04,0.562685828,1,34.043924,-118.247915,,
7th to 3rd and San Pedro ST Los Angeles 90013,2,4.96E-04,0.219524281,1,34.044062,-118.243977,,
7th to 3rd St and San Pedro ST Los Angeles 90013,1,2.48E-04,0.576560951,1,34.044062,-118.243977,,
7th to 4th and San Pedro  Los Angeles,1,2.48E-04,0.576808722,1,34.044062,-118.243977,,
4th St  between 5th St and Crocker  ST Los Angeles 90013,1,2.48E-04,0.526511397,1,34.04428,-118.242062,,
110 Fwy and W 12th Los Angeles,1,2.48E-04,0.379088206,1,34.044336,-118.271942,,
110 Fwy and 12th  Los Angeles,1,2.48E-04,0.376114965,1,34.044344,-118.271928,,
5th Street and San Pedro  Los Angeles 90013,1,2.48E-04,0.550792864,1,34.0443606,-118.2439065,,
4th St and Towne  AVE Los Angeles 90013,1,2.48E-04,0.526759167,1,34.044448,-118.240753,,
Kohler and 5th ST Los Angeles 90013,3,7.43E-04,0.14296333,1,34.044824,-118.245515,,
5th and Wall  ST Los Angeles 90013,1,2.48E-04,0.551536174,1,34.04493151,-118.2458219,,
5th and Wall ST Los Angeles 90021,1,2.48E-04,0.551783944,1,34.04493151,-118.2458219,,
5th and Wall ST Los Angeles 90023,1,2.48E-04,0.552031715,1,34.04493151,-118.2458219,,
Main St and 6th Los Angeles 90013,1,2.48E-04,0.797076313,1,34.04532,-118.249956,,
Maple and 5th  ST Los Angeles 90013,6,0.00148662,0.046580773,1,34.045321,-118.246669,,
Maple and 5th Los Angeles 90014,2,4.96E-04,0.246283449,1,34.045321,-118.246669,,
Maple Street and 5th ST Los Angeles 90013,2,4.96E-04,0.245787909,1,34.045321,-118.246669,,
Maple St and 5th  ST Los Angeles 90013,1,2.48E-04,0.803766105,1,34.045321,-118.246669,,
Maple St. and 5th  ST Los Angeles 90013,1,2.48E-04,0.804013875,1,34.045321,-118.246669,,
Maple Street and 5th  ST Los Angeles 90012,1,2.48E-04,0.804261645,1,34.045321,-118.246669,,
Maple Street and 5th  ST Los Angeles 90013,1,2.48E-04,0.804509415,1,34.045321,-118.246669,,
Maple street and 5th  ST Los Angeles 90013,1,2.48E-04,0.805004955,1,34.045321,-118.246669,,
5th St and Maple  AVE Los Angeles 90021,1,2.48E-04,0.549554014,1,34.0455606,-118.2466065,,
5th St and Maple  ST Los Angeles 90013,1,2.48E-04,0.549801784,1,34.0455606,-118.2466065,,
5th street and Maple  AVE Los Angeles 90021,1,2.48E-04,0.552775025,1,34.0455606,-118.2466065,,
4th and San Pedro ST Los Angeles,1,2.48E-04,0.527502478,1,34.045827,-118.243033,,
4th Street and San Pedro  ST Los Angeles,1,2.48E-04,0.527006938,1,34.045847,-118.24303,,
110 Freeway Underpass and Olympic BLVD Los Angeles 90015,1,2.48E-04,0.372893954,1,34.046681,-118.26866,,
110 frwy and Olympic BLVD Los Angeles 90017,1,2.48E-04,0.380822597,1,34.046681,-118.26866,,
110 Fwy and Olympic  Los Angeles,3,7.43E-04,0.113230922,1,34.046689,-118.26865,,
110 FWY and OLYMPIC  BLVD Los Angeles 90015,1,2.48E-04,0.369920714,1,34.046689,-118.26865,,
110 Fwy and Olympic Los Angeles,1,2.48E-04,0.378097126,1,34.046689,-118.26865,,
5th Street and Main  ST Los Angeles,1,2.48E-04,0.550545094,1,34.04675613,-118.2485598,,
Myers and 1st Los Angeles 90033,2,4.96E-04,0.247274529,1,34.047733,-118.228774,,
Myers and 1st ST Los Angeles 90033,2,4.96E-04,0.247770069,1,34.047733,-118.228774,,
Myer and 1ST  ST Los Angeles 90014,1,2.48E-04,0.814420218,1,34.047733,-118.228774,,
myers and 1st Los Angeles 90033,1,2.48E-04,0.988850347,1,34.047733,-118.228774,,
myers and E 1st ST Los Angeles 90033,1,2.48E-04,0.989098117,1,34.047733,-118.228774,,
MYERS ST and 1ST Los Angeles 90033,1,2.48E-04,0.791873142,1,34.047733,-118.228774,,
4th to 3rd and Los Angeles Los Angeles,1,2.48E-04,0.528493558,1,34.047849,-118.245379,,
110 Fwy and James M Wood and James M Wood Los Angeles 90015,1,2.48E-04,0.377353816,1,34.047852,-118.266548,,
110 FWy and James M Wood Los Angeles,1,2.48E-04,0.371159564,1,34.047852,-118.266548,,
110 FWY and James M Wood Los Angeles 90017,1,2.48E-04,0.369177403,1,34.047852,-118.266548,,
110 FWY and JAMES M WOOD Los Angeles 90021,1,2.48E-04,0.368929633,1,34.047852,-118.266548,,
110 Fwy and James M Woos Los Angeles,1,2.48E-04,0.377601586,1,34.047852,-118.266548,,
110 Fwy and James Wood Los Angeles,1,2.48E-04,0.377849356,1,34.047852,-118.266548,,
between James M Wood/11th St and Beacon AVE Los Angeles 90015,1,2.48E-04,0.974975223,1,34.048282,-118.276294,,
Grand AVE Los Angeles,1,2.48E-04,0.720763132,1,34.048735,-118.255312,,
between Olympic Blvd/11th St and Beacon AVE Los Angeles 90015,1,2.48E-04,0.975718533,1,34.048995,-118.275877,,
4800 W San Vicente  BLVD Los Angeles 90019,2,4.96E-04,0.210604559,,34.049024,-118.341386,,
4800 W SAN VICENTE BLVD Los Angeles 90019,2,4.96E-04,0.210109019,,34.049024,-118.341386,,
4800 W San Vicente BLVD Los Angeles,1,2.48E-04,0.523042616,,34.049024,-118.341386,,
4800 W San Vicente BLVD Los Angeles 90019,1,2.48E-04,0.523290387,,34.049024,-118.341386,,
110 Freeway and 8th Los Angeles,1,2.48E-04,0.373141724,1,34.049374,-118.264114,,
110 Fwy and 8th St and 8th ST Los Angeles 90017,1,2.48E-04,0.376362735,1,34.049403,-118.26415,,
Main Street and 3rd  ST Los Angeles,1,2.48E-04,0.799306244,1,34.049549,-118.245923,,
San Pedro and 1st  ST Los Angeles,1,2.48E-04,0.872893954,,34.050351,-118.24092,,
San Pedro and 1st Los Angeles,1,2.48E-04,0.873141724,,34.050351,-118.24092,,
4th and Grand AVE Los Angeles 90071,1,2.48E-04,0.527254708,1,34.051621,-118.252584,,
1025 S Menlo AVE Los Angeles,1,2.48E-04,0.360753221,1,34.051624,-118.290817,,
Civic Center Los Angeles,13,0.003221011,0.003221011,1,34.051728,-118.245647,,
Civic Center  Los Angeles,4,9.91E-04,0.083994054,1,34.051728,-118.245647,,
CIVIC CENTER Los Angeles 90012,1,2.48E-04,0.6432111,,34.051728,-118.245647,,
Civic Center Los Angeles 90012,1,2.48E-04,0.654856293,,34.051728,-118.245647,,
Main (Civic Center) and 1st Los Angeles,1,2.48E-04,0.795094153,,34.051779,-118.243869,,
Main and 1st and CIVIC CENTER Los Angeles 90012,1,2.48E-04,0.800297324,,34.051779,-118.243869,,
Main and 1st and Civic Center Los Angeles 90012,1,2.48E-04,0.800545094,,34.051779,-118.243869,,
Main St / 1st St and Civic Center Los Angeles 90012,1,2.48E-04,0.795837463,,34.051779,-118.243869,,
1st and Main Los Angeles 90021,1,2.48E-04,0.46580773,,34.052212,-118.243334,,
1st St / Los Angeles and City Hall Los Angeles 90013,1,2.48E-04,0.46555996,,34.052212,-118.243334,,
Main Street and 1st  ST Los Angeles 90012,3,7.43E-04,0.148166501,1,34.052237,-118.243403,,
10th St and Olympic BLVD Los Angeles 90006,1,2.48E-04,0.366947473,1,34.052771,-118.31298,,
Grandview and 10th ST Los Angeles,4,9.91E-04,0.092913776,1,34.052847,-118.281943,,
Grand View and 10th ST Los Angeles 90006,2,4.96E-04,0.235877106,1,34.052847,-118.281943,,
Grand view and 10th  ST Los Angeles 90006,1,2.48E-04,0.737363726,1,34.052847,-118.281943,,
Grandview and 10th  ST Los Angeles,1,2.48E-04,0.738850347,1,34.052847,-118.281943,,
Grandview and 10th ST Los Angeles 90006,1,2.48E-04,0.739098117,1,34.052847,-118.281943,,
1st & Spring (Civic Center) and Main Los Angeles 90012,1,2.48E-04,0.46531219,,34.052914,-118.244474,,
1st street and spring  ST Los Angeles 90012,1,2.48E-04,0.466551041,,34.052914,-118.244474,,
Parkview/Grandview and 10th  ST Los Angeles 90006,1,2.48E-04,0.840188305,1,34.053078,-118.282409,,
parkview and W 10th ST Los Angeles 90006,1,2.48E-04,0.990089197,1,34.053313,-118.282955,,
Parkview Ave and 10th ST Los Angeles 90006,1,2.48E-04,0.838701685,1,34.053313,-118.282955,,
Park View and 10th  ST Los Angeles,3,7.43E-04,0.152626363,1,34.053368,-118.282906,,
Park view and 10th ST Los Angeles 90006,3,7.43E-04,0.153369673,1,34.053368,-118.282906,,
Park View and 10th ST Los Angeles 90006,2,4.96E-04,0.25173439,1,34.053368,-118.282906,,
parkview and 10th ST Los Angeles 90006,2,4.96E-04,0.277998018,1,34.053368,-118.282906,,
Park View and 10th  ST Los Angeles 90006,1,2.48E-04,0.837215064,1,34.053368,-118.282906,,
Park View and 10th Los Angeles,1,2.48E-04,0.837462834,1,34.053368,-118.282906,,
PARK VIEW and 10th ST Los Angeles,1,2.48E-04,0.832755203,1,34.053368,-118.282906,,
Park View and 10th ST Los Angeles,1,2.48E-04,0.837710605,1,34.053368,-118.282906,,
PARK VIEW and 10TH ST Los Angeles 90006,1,2.48E-04,0.832507433,1,34.053368,-118.282906,,
Parkview and 10th  ST Los Angeles 90006,1,2.48E-04,0.838949455,1,34.053368,-118.282906,,
Parkview and 10th  ST Los Angeles 90021,1,2.48E-04,0.839197225,1,34.053368,-118.282906,,
Parkview and 10th ST Los Angeles 90006,1,2.48E-04,0.839444995,1,34.053368,-118.282906,,
parkview and 10th st Los Angeles 90006,1,2.48E-04,0.989841427,1,34.053368,-118.282906,,
between Park View/Dead End and 10th ST Los Angeles 90006,1,2.48E-04,0.976214073,1,34.053432,-118.283159,,
Wilshire and Ingraham and Witmer Los Angeles 90017,1,2.48E-04,0.948711596,1,34.053454,-118.266917,,
Park View and Dead End and 10th  ST Los Angeles,1,2.48E-04,0.837958375,1,34.053536,-118.28345,,
Park View and Dead End and 10th ST Los Angeles 90057,1,2.48E-04,0.838206145,1,34.053536,-118.28345,,
Broadway and 1st ST Los Angeles 90012,1,2.48E-04,0.635034688,1,34.053637,-118.245565,,
7th St / Beacon and Beacon AVE Los Angeles 90731,1,2.48E-04,0.574578791,1,34.054416,-118.272292,,
310 N Main  ST Los Angeles 90012,12,0.002973241,0.009415263,1,34.054797,-118.240918,,
310 Main  ST Los Angeles 90012,1,2.48E-04,0.491328048,1,34.054797,-118.240918,,
310 Main Los Angeles 90006,1,2.48E-04,0.491575818,1,34.054797,-118.240918,,
310 MAIN Los Angeles 90034,1,2.48E-04,0.491080278,1,34.054797,-118.240918,,
310 N Main  ST Los Angeles 90014,1,2.48E-04,0.492071358,1,34.054797,-118.240918,,
101 bridge and los angeles ST Los Angeles 90012,1,2.48E-04,0.337462834,1,34.05504,-118.239361,,
101 Fwy and Los Angeles  ST Los Angeles 90012,1,2.48E-04,0.329781962,1,34.05504,-118.239361,,
101 FWY bridge and Los Angeles  ST Los Angeles 90012,1,2.48E-04,0.307234886,1,34.05504,-118.239361,,
between Beaudry/110 Fwy and 4th ST Los Angeles 90017,2,4.96E-04,0.274529237,1,34.055304,-118.257403,,
101 Freeway Overpass and Main ST Los Angeles 90012,1,2.48E-04,0.308969277,1,34.055628,-118.240316,,
101 Bridge and main ST Los Angeles 90012,1,2.48E-04,0.292864222,1,34.055654,-118.240284,,
Little & Union and Wilshire BLVD Los Angeles 90057,1,2.48E-04,0.781962339,1,34.055784,-118.271069,,
Little and Union and Wilshire BLVD Los Angeles,1,2.48E-04,0.782705649,1,34.055784,-118.271069,,
Little/Union and Union at Wilshire  Los Angeles 90017,1,2.48E-04,0.783201189,1,34.055784,-118.271069,,
Little/Union and Wilshire BLVD Los Angeles 90017,1,2.48E-04,0.783448959,1,34.055784,-118.271069,,
between Little/Union and Wilshire BLVD Los Angeles 90017,2,4.96E-04,0.275024777,1,34.055836,-118.271028,,
between Little/Valencia and Wilshire BLVD Los Angeles 90017,1,2.48E-04,0.975222993,1,34.055836,-118.271028,,
between Little/Valenica and Wilshire BLVD Los Angeles 90017,1,2.48E-04,0.975470763,1,34.055836,-118.271028,,
Little and WIlshire AVE Los Angeles,1,2.48E-04,0.782953419,1,34.056083,-118.272001,,
Little St and Wilshire Los Angeles 90017,1,2.48E-04,0.782210109,1,34.056083,-118.272001,,
Little St. and Wilshire ST Los Angeles 90017,1,2.48E-04,0.782457879,1,34.056083,-118.272001,,
Harbor FWY and 3rd  ST Los Angeles 90012,1,2.48E-04,0.746778989,1,34.056095,-118.256051,,
"11303 Wilshire Blvd #116, Los Angeles, CA 90073",8,0.001982161,0.013875124,1,34.05662332,-118.4621622,,
Grandview and 7th  Los Angeles,1,2.48E-04,0.739345887,1,34.057424,-118.278998,,
6th and Union and 6th ST Los Angeles 90017,1,2.48E-04,0.563429138,1,34.05750571,-118.2700279,,
Mac Arthur Park Los Angeles,3,7.43E-04,0.145936571,1,34.059169,-118.277529,,
Wilshire and MacArthur Park Los Angeles,2,4.96E-04,0.271060456,1,34.059169,-118.277529,,
Whilshire/Parkview and MacArthur PARK Los Angeles 90057,1,2.48E-04,0.945490585,1,34.059169,-118.277529,,
Wilshire and Mac Arthur  PARK Los Angeles 90057,1,2.48E-04,0.948959366,1,34.059169,-118.277529,,
Wilshire and Mac Arthur Park Los Angeles,1,2.48E-04,0.949207136,1,34.059169,-118.277529,,
Wilshire and Mac Arthur Park Los Angeles 90057,1,2.48E-04,0.949454906,1,34.059169,-118.277529,,
Wilshire and MacArthur PARK Los Angeles 90057,1,2.48E-04,0.949702676,1,34.059169,-118.277529,,
Wilshire and MacArthur Park Los Angeles 90057,1,2.48E-04,0.949950446,1,34.059169,-118.277529,,
wilshire and macarthur park Los Angeles 90057,1,2.48E-04,0.997770069,1,34.059169,-118.277529,,
Wilshire and MacAuther  PARK Los Angeles 90057,1,2.48E-04,0.950198216,1,34.059169,-118.277529,,
Wilshire/ 6th and Mac Arthur Park Los Angeles,1,2.48E-04,0.950693756,1,34.059169,-118.277529,,
Wilshire/ 6th and Mac Arthur Park Los Angeles 90057,1,2.48E-04,0.950941526,1,34.059169,-118.277529,,
Wilshire/ 6th st and Mac Arthur Park Los Angeles,1,2.48E-04,0.951189296,1,34.059169,-118.277529,,
Wilshire/ 7th Street and Los Angeles 90057,1,2.48E-04,0.951437066,1,34.059169,-118.277529,,
Wilshire/ 7th/ 6th and MacArthur Park Los Angeles,1,2.48E-04,0.951684836,1,34.059169,-118.277529,,
Wilshire/6th and MacArthur Park Los Angeles,1,2.48E-04,0.951932607,1,34.059169,-118.277529,,
Wilshire/Alvarado and Mac Arthur Park Los Angeles 90057,1,2.48E-04,0.952180377,1,34.059169,-118.277529,,
Wilshire/Parkview and MacArthur Park Los Angeles,1,2.48E-04,0.952428147,1,34.059169,-118.277529,,
Mac Arthur Park Los Angeles 90057,3,7.43E-04,0.146679881,1,34.059219,-118.277647,,
MacArthur Park Los Angeles,3,7.43E-04,0.147423191,1,34.059219,-118.277647,,
Mac Park 41.18 Zone Los Angeles 90057,2,4.96E-04,0.243805748,,34.059219,-118.277647,,
Mac Pk 41.18 Zone Los Angeles 90057,1,2.48E-04,0.792368682,,34.059219,-118.277647,,
MacArthur Park  Los Angeles,1,2.48E-04,0.792616452,,34.059219,-118.277647,,
MACARTHUR PARK Los Angeles,1,2.48E-04,0.789395441,,34.059219,-118.277647,,
MacAurther Park Los Angeles 90057,1,2.48E-04,0.792864222,,34.059219,-118.277647,,
MacPark and 6th/Wilshire Los Angeles,1,2.48E-04,0.793111992,,34.059219,-118.277647,,
6th and Mac Arthur Park Los Angeles 90057,1,2.48E-04,0.562438057,1,34.05929071,-118.2770678,,
2nd St and Emerald Los Angeles,1,2.48E-04,0.487859267,1,34.059514,-118.257442,,
2nd st and emerald ST Los Angeles 90006,1,2.48E-04,0.488107037,1,34.059514,-118.257442,,
Park View St-MacArthur Park and Wilshire BLVD Los Angeles 90057,2,4.96E-04,0.25123885,1,34.059632,-118.279537,,
Parkview and Wilshire BLVD Los Angeles,2,4.96E-04,0.252229931,1,34.059632,-118.279537,,
Parkview and Wilshire Los Angeles,2,4.96E-04,0.252725471,1,34.059632,-118.279537,,
Park View and Wilshire BLVD Los Angeles 90065,1,2.48E-04,0.838453915,1,34.059632,-118.279537,,
Park View Ave and Wlshire BLVD Los Angeles 90015,1,2.48E-04,0.836967294,1,34.059632,-118.279537,,
Parkview and Wilshire BLVD Los Angeles 90057,1,2.48E-04,0.839940535,1,34.059632,-118.279537,,
parkview and wilshire BLVD Los Angeles 90057,1,2.48E-04,0.990584737,1,34.059632,-118.279537,,
Parkview/Wilshire and Mac Arthur Park Los Angeles,1,2.48E-04,0.840436075,1,34.059632,-118.279537,,
7th St and Wilshire  PL Los Angeles 90005,1,2.48E-04,0.574826561,1,34.059911,-118.287834,,
Parkview and 6th ST Los Angeles 90057,1,2.48E-04,0.839692765,1,34.061061,-118.278502,,
110 Fwy and Temple ST Los Angeles 90012,1,2.48E-04,0.378344896,1,34.061505,-118.250063,,
westlake ABH zone and 3rd ST Los Angeles 90057,2,4.96E-04,0.278493558,,34.062523,-118.271678,,
Westlake and 3rd  Los Angeles 90057,1,2.48E-04,0.944003964,,34.062523,-118.271678,,
Westlake and 3rd  ST Los Angeles 90001,1,2.48E-04,0.944251734,,34.062523,-118.271678,,
Westlake and Wilshire BLVD Los Angeles 90015,1,2.48E-04,0.944499504,,34.062523,-118.271678,,
Westlake Blvd and 3rd ST Los Angeles 90057,1,2.48E-04,0.943756194,,34.062523,-118.271678,,
Mariposa and 6th ST Los Angeles 90005,3,7.43E-04,0.148909812,,34.06351,-118.299312,,
Mariposa and 6th  ST Los Angeles 90005,1,2.48E-04,0.805748266,,34.06351,-118.299312,,
6th st and Manhattan Los Angeles,1,2.48E-04,0.563924678,1,34.06364262,-118.3103615,,
101 FWY and BEAUDRY ST Los Angeles 90021,1,2.48E-04,0.296085233,1,34.063965,-118.250514,,
Between Sunset Blvd/Dead End and Custer AVE Los Angeles 90012,1,2.48E-04,0.627106046,1,34.064285,-118.248643,,
Between Sichel/Hancock and Alhambra AVE Los Angeles 90031,1,2.48E-04,0.626610505,1,34.064343,-118.210893,,
fairfax and 6th Los Angeles 90036,1,2.48E-04,0.981665015,,34.064846,-118.361458,,
Fairfax and 6th ST Los Angeles 90036,1,2.48E-04,0.67988107,,34.064846,-118.361458,,
Fairfax and W 6th ST Los Angeles 90036,1,2.48E-04,0.68012884,,34.064846,-118.361458,,
Between Soto/San Pablo and Valley Blvd  Los Angeles,1,2.48E-04,0.626858276,1,34.06503,-118.199424,,
Between Main/Dead End and Moulton Los Angeles 90031,1,2.48E-04,0.625867195,1,34.065888,-118.218986,,
