address_geo,count,perc,cumperc,geocode_yes,latitude,longitude,,
101 FWY and Laurel Canyon Los Angeles 91342,1,2.48E-04,0.302527255,1,34.154426,-118.396477,,
101 FWY and Laurel Canyon Los Angeles 91602,1,2.48E-04,0.302775025,1,34.154426,-118.396477,,
101 FWY and Laurel Canyon Los Angeles 91607,1,2.48E-04,0.303022795,1,34.154426,-118.396477,,
101 fwy and Laurel Canyon ST Los Angeles,1,2.48E-04,0.348860258,1,34.154426,-118.396477,,
101 fwy and lauren canyon BLVD Los Angeles,1,2.48E-04,0.353815659,1,34.154426,-118.396477,,
101 and Laurel Canyon Los Angeles,1,2.48E-04,0.336471754,1,34.154446,-118.396476,,
101 freeway and Laurel Canyon  BLVD Los Angeles,2,4.96E-04,0.17740337,1,34.154469,-118.396528,,
101 freeway and Laurel Canyon Los Angeles,2,4.96E-04,0.17789891,1,34.154469,-118.396528,,
101 Freeway and Laurel Canyon  BLVD Los Angeles,1,2.48E-04,0.317888999,1,34.154469,-118.396528,,
101 freeway and Laurel Canyon  Los Angeles,1,2.48E-04,0.341179386,1,34.154469,-118.396528,,
101 Freeway and Laurel Canyon BLVD Los Angeles,1,2.48E-04,0.318136769,1,34.154469,-118.396528,,
101 freeway and laurel canyon BLVD Los Angeles,1,2.48E-04,0.343161546,1,34.154469,-118.396528,,
101 Freeway and Laurel Canyon Los Angeles,1,2.48E-04,0.318384539,1,34.154469,-118.396528,,
101 freeway and laurel canyon Los Angeles,1,2.48E-04,0.343409316,1,34.154469,-118.396528,,
101 Fwy (Riverside Dr) and Laurel Canyon Los Angeles 91607,1,2.48E-04,0.32259663,1,34.154469,-118.396528,,
101 Fwy and Woodman AVE Los Angeles 91423,1,2.48E-04,0.333250743,1,34.155644,-118.431242,,
101 fwy and woodman AVE Los Angeles 91423,1,2.48E-04,0.35753221,1,34.155644,-118.431242,,
101 fwy and woodman Los Angeles 91401,1,2.48E-04,0.35777998,1,34.155644,-118.431242,,
101 fwq and woodman AVE Los Angeles 91423,1,2.48E-04,0.344400396,1,34.155654,-118.431281,,
VENTURA FREEWAY and WOODMAN AVE Los Angeles 91423,1,2.48E-04,0.909811695,1,34.155661,-118.43128,,
170 Freeway and Tujunga  Los Angeles,1,2.48E-04,0.444747275,,34.156555,-118.379452,,
170 Freeway and Tujunga AVE Los Angeles 91601,1,2.48E-04,0.444995045,,34.156555,-118.379452,,
170 freeway and Tujunga Los Angeles,1,2.48E-04,0.448959366,,34.156555,-118.379452,,
170 Freeway and Tujunga Los Angeles 91706,1,2.48E-04,0.445242815,,34.156555,-118.379452,,
170 Frwy and Tujunga Los Angeles 91605,1,2.48E-04,0.446233895,,34.156555,-118.379452,,
170 FWY and Tujunga  AVE Los Angeles 91602,1,2.48E-04,0.442269574,,34.156555,-118.379452,,
170 Fwy and Tujunga  Los Angeles,1,2.48E-04,0.447472745,,34.156555,-118.379452,,
170 FWY and Tujunga  Los Angeles 91602,1,2.48E-04,0.442517344,,34.156555,-118.379452,,
170 fwy and Tujunga Los Angeles,1,2.48E-04,0.450198216,,34.156555,-118.379452,,
170 FWY and Tujunga Los Angeles 91605,1,2.48E-04,0.442765114,,34.156555,-118.379452,,
101 freeway and Fulton  AVE Los Angeles,1,2.48E-04,0.340188305,1,34.156633,-118.422517,,
101 Freeway and Fulton AVE Los Angeles,1,2.48E-04,0.316154609,1,34.156633,-118.422517,,
101 freeway and Fulton Los Angeles 91401,1,2.48E-04,0.340436075,1,34.156633,-118.422517,,
101 FREEWAY UNDERPASS and FULTON AVE Los Angeles 91423,1,2.48E-04,0.293359762,1,34.156633,-118.422517,,
101 FWY and FULTON AVE Los Angeles,2,4.96E-04,0.167988107,1,34.156656,-118.422525,,
101 Fwy and Fulton  AVE Los Angeles,1,2.48E-04,0.327304262,1,34.156656,-118.422525,,
101 FWY and FULTON  AVE Los Angeles 91423,1,2.48E-04,0.300792864,1,34.156656,-118.422525,,
101 Fwy and Fulton  Los Angeles 91423,1,2.48E-04,0.327552032,1,34.156656,-118.422525,,
101 FWY and Fulton AVE Los Angeles,1,2.48E-04,0.301040634,1,34.156656,-118.422525,,
101 Fwy and Fulton AVE Los Angeles,1,2.48E-04,0.327799802,1,34.156656,-118.422525,,
101 fwy and Fulton AVE Los Angeles,1,2.48E-04,0.347373637,1,34.156656,-118.422525,,
101 FWY and fulton AVE Los Angeles 91423,1,2.48E-04,0.306987116,1,34.156656,-118.422525,,
101 Fwy and Fulton AVE Los Angeles 91423,1,2.48E-04,0.328047572,1,34.156656,-118.422525,,
101 fwy and fulton AVE Los Angeles 91423,1,2.48E-04,0.352824579,1,34.156656,-118.422525,,
101 fwy and fulton AVE Los Angeles 91604,1,2.48E-04,0.353072349,1,34.156656,-118.422525,,
101 Fwy and Fulton Los Angeles,1,2.48E-04,0.328295342,1,34.156656,-118.422525,,
101 fwy and fulton Los Angeles 91423,1,2.48E-04,0.353320119,1,34.156656,-118.422525,,
101 Freeway and Whitsett  Los Angeles,1,2.48E-04,0.32061447,1,34.1567,-118.405258,,
101 Freeway and Whitsett Los Angeles,1,2.48E-04,0.32086224,1,34.1567,-118.405258,,
101Freeway and Coldwater  Los Angeles,1,2.48E-04,0.360257681,1,34.156748,-118.413789,,
101 fwy and Coldwater Los Angeles,6,0.00148662,0.033201189,1,34.156768,-118.413779,,
101 Freeway and Coldwater  Los Angeles,4,9.91E-04,0.067145689,1,34.156768,-118.413779,,
101 Freeway and Coldwater Canyon Los Angeles 91604,4,9.91E-04,0.068136769,1,34.156768,-118.413779,,
101 Fwy and Coldwater Los Angeles,4,9.91E-04,0.069127849,1,34.156768,-118.413779,,
101 and Coldwater Los Angeles,3,7.43E-04,0.109514371,1,34.156768,-118.413779,,
101 Freeway and Coldwater Los Angeles,3,7.43E-04,0.10579782,1,34.156768,-118.413779,,
101 Freeway and Coldwater Canyon AVE Los Angeles 91423,2,4.96E-04,0.170961348,1,34.156768,-118.413779,,
101 Freeway and Coldwater Canyon Los Angeles 91605,2,4.96E-04,0.171456888,1,34.156768,-118.413779,,
101 fwy and Coldwater  Los Angeles,2,4.96E-04,0.17938553,1,34.156768,-118.413779,,
101 FWY and COLDWATER CANYON  AVE Los Angeles,2,4.96E-04,0.167492567,1,34.156768,-118.413779,,
101 fwy and Coldwater Canyon Los Angeles,2,4.96E-04,0.17988107,1,34.156768,-118.413779,,
101 Fwy and Coldwater Canyon Los Angeles 91423,2,4.96E-04,0.174925669,1,34.156768,-118.413779,,
101 Fwy and Coldwater CYN Los Angeles,2,4.96E-04,0.174430129,1,34.156768,-118.413779,,
101 fwy and coldwater Los Angeles,2,4.96E-04,0.181367691,1,34.156768,-118.413779,,
101 and Coldwater Canyon Los Angeles 91604,1,2.48E-04,0.336223984,1,34.156768,-118.413779,,
101 Freeway and Coldwater  AVE Los Angeles,1,2.48E-04,0.312933598,1,34.156768,-118.413779,,
101 freeway and Coldwater  AVE Los Angeles,1,2.48E-04,0.338949455,1,34.156768,-118.413779,,
101 freeway and Coldwater  AVE Los Angeles 91423,1,2.48E-04,0.339197225,1,34.156768,-118.413779,,
101 Freeway and Coldwater  BLVD Los Angeles,1,2.48E-04,0.313181368,1,34.156768,-118.413779,,
101 Freeway and Coldwater  CYN Los Angeles,1,2.48E-04,0.313429138,1,34.156768,-118.413779,,
101 Freeway and Coldwater  CYN Los Angeles 91605,1,2.48E-04,0.313676908,1,34.156768,-118.413779,,
101 freeway and Coldwater  Los Angeles,1,2.48E-04,0.339444995,1,34.156768,-118.413779,,
101 Freeway and Coldwater Canyon  BLVD Los Angeles 91411,1,2.48E-04,0.313924678,1,34.156768,-118.413779,,
101 Freeway and Coldwater Canyon BLVD Los Angeles,1,2.48E-04,0.314172448,1,34.156768,-118.413779,,
101 Freeway and Coldwater Canyon BLVD Los Angeles 91423,1,2.48E-04,0.314420218,1,34.156768,-118.413779,,
101 Freeway and Coldwater Canyon Los Angeles 91401,1,2.48E-04,0.314667988,1,34.156768,-118.413779,,
101 Freeway and Coldwater Canyon Los Angeles 91423,1,2.48E-04,0.314915758,1,34.156768,-118.413779,,
101 Freeway and Coldwater Canyon Los Angeles 91601,1,2.48E-04,0.315163528,1,34.156768,-118.413779,,
101 freeway and Coldwater CYN Los Angeles 91604,1,2.48E-04,0.339692765,1,34.156768,-118.413779,,
101 freeway and Coldwater Los Angeles,1,2.48E-04,0.339940535,1,34.156768,-118.413779,,
101 Freeway Underpass and Coldwater Canyon AVE Los Angeles 91423,1,2.48E-04,0.309960357,1,34.156768,-118.413779,,
101 FREEWAY UNDERPASS and COLDWATER CANYON Los Angeles 91401,1,2.48E-04,0.293111992,1,34.156768,-118.413779,,
101 fwy and ColdWater  Los Angeles,1,2.48E-04,0.345887017,1,34.156768,-118.413779,,
101 Fwy and Coldwater  Los Angeles 91505,1,2.48E-04,0.325569871,1,34.156768,-118.413779,,
101 fwy and Coldwater Canyon . Los Angeles,1,2.48E-04,0.346134787,1,34.156768,-118.413779,,
101 FWY and COLDWATER CANYON AVE Los Angeles,1,2.48E-04,0.296828543,1,34.156768,-118.413779,,
101 FWY and Coldwater Canyon AVE Los Angeles,1,2.48E-04,0.298067393,1,34.156768,-118.413779,,
101 fwy and Coldwater Canyon AVE Los Angeles,1,2.48E-04,0.346382557,1,34.156768,-118.413779,,
101 FWY and Coldwater Canyon AVE Los Angeles 91423,1,2.48E-04,0.298315164,1,34.156768,-118.413779,,
101 Fwy and Coldwater Canyon AVE Los Angeles 91423,1,2.48E-04,0.325817641,1,34.156768,-118.413779,,
101 FWY and Coldwater Canyon AVE Los Angeles 91604,1,2.48E-04,0.298562934,1,34.156768,-118.413779,,
101 Fwy and Coldwater Canyon AVE Los Angeles 91604,1,2.48E-04,0.326065411,1,34.156768,-118.413779,,
101 fwy and coldwater canyon AVE Los Angeles 91607,1,2.48E-04,0.352329039,1,34.156768,-118.413779,,
101 FWY and Coldwater Canyon BLVD Los Angeles,1,2.48E-04,0.298810704,1,34.156768,-118.413779,,
101 fwy and Coldwater Canyon BLVD Los Angeles,1,2.48E-04,0.346630327,1,34.156768,-118.413779,,
101 fwy and coldwater canyon BLVD Los Angeles 91423,1,2.48E-04,0.352576809,1,34.156768,-118.413779,,
101 FWY and Coldwater Los Angeles,1,2.48E-04,0.299058474,1,34.156768,-118.413779,,
101 Fwy and Coldwater Los Angeles 91423,1,2.48E-04,0.326313181,1,34.156768,-118.413779,,
101 fwy bridge and Coldwater Canyon Los Angeles 91423,1,2.48E-04,0.35802775,1,34.156768,-118.413779,,
VENTURA FREEWAY and COLDWATER CANYON AVE Los Angeles 91423,1,2.48E-04,0.909068385,1,34.156825,-118.413787,,
Ventura Frwy and Coldwater Ave Los Angeles 91423,1,2.48E-04,0.914023786,1,34.156825,-118.413787,,
Ventura Frwy and Coldwater Canyon  AVE Los Angeles 91423,1,2.48E-04,0.914271556,1,34.156825,-118.413787,,
170 fwy and tujunga Los Angeles,2,4.96E-04,0.202180377,1,34.156866,-118.379245,,
VENTURA FREEWAY and VAN NUYS BLVD Los Angeles 91403,1,2.48E-04,0.909563925,1,34.157001,-118.448732,,
101 fwy and van nuys  BLVD Los Angeles 91401,1,2.48E-04,0.35629336,1,34.157005,-118.448703,,
101 Fwy and Van Nuys  Los Angeles 91403,1,2.48E-04,0.332011893,1,34.157005,-118.448703,,
101 FWY and VAN NUYS BLVD Los Angeles,1,2.48E-04,0.305252725,1,34.157005,-118.448703,,
101 FWY and Van Nuys BLVD Los Angeles 91403,1,2.48E-04,0.305500496,1,34.157005,-118.448703,,
Riverside Dr. & 101 freeway underpass and Fulton  AVE Los Angeles 91423,1,2.48E-04,0.853567889,1,34.15746,-118.422575,,
Riverside Drive and Fulton at 101 Fwy Los Angeles 91423,1,2.48E-04,0.854063429,1,34.15746,-118.422575,,
Riverside and Laurel Canyon Los Angeles 91606,1,2.48E-04,0.855054509,1,34.157492,-118.396533,,
118 fwy and Haskell AVE Los Angeles,1,2.48E-04,0.395936571,1,34.164453,-118.474557,,
118 fwy and Haskell AVE Los Angeles 91344,1,2.48E-04,0.396184341,1,34.164453,-118.474557,,
118 Fwy and Haskell Los Angeles 91344,1,2.48E-04,0.39296333,1,34.164453,-118.474557,,
118Fwy and Haskell AVE Los Angeles 91344,1,2.48E-04,0.398662042,1,34.164453,-118.474557,,
101 underpass and Fallbrook AVE Los Angeles 91364,1,2.48E-04,0.359018831,1,34.164543,-118.623326,,
Ventura Frwy and Fallbrook  AVE Los Angeles 91364,1,2.48E-04,0.914519326,1,34.164567,-118.623348,,
Magnolia and Coldwater  AVE Los Angeles,1,2.48E-04,0.794103072,,34.164882,-118.413637,,
MAGNOLIA and COLDWATER  CYN Los Angeles,1,2.48E-04,0.789890981,,34.164882,-118.413637,,
Magnolia and Coldwater  CYN Los Angeles 91423,1,2.48E-04,0.794350842,,34.164882,-118.413637,,
Magnolia and Coldwater Canyon  Los Angeles,1,2.48E-04,0.794598612,,34.164882,-118.413637,,
Magnolia and Coldwater Canyon AVE Los Angeles 91423,1,2.48E-04,0.794846383,,34.164882,-118.413637,,
Under 101 Freeway and Havenhurst  AVE Los Angeles 91436,1,2.48E-04,0.907333994,1,34.165413,-118.492331,,
101 Freeway and Havenhurst  AVE Los Angeles 91436,1,2.48E-04,0.317393459,1,34.165426,-118.492386,,
101 Freeway and Havenhurst Los Angeles,1,2.48E-04,0.317641229,1,34.165426,-118.492386,,
101 Freeway Underpass and Havenhurst Los Angeles,1,2.48E-04,0.310951437,1,34.165426,-118.492386,,
118 fwy and Hayvenhurst Los Angeles 91344,2,4.96E-04,0.187314172,1,34.165442,-118.492384,,
118 Fwy and Hayvenhurst AVE Los Angeles 91344,1,2.48E-04,0.3932111,1,34.165442,-118.492384,,
118 fwy and Hayvenhurst AVE Los Angeles 91344,1,2.48E-04,0.396432111,1,34.165442,-118.492384,,
118 FWY and Hayvenhurst Los Angeles 91344,1,2.48E-04,0.389246779,1,34.165442,-118.492384,,
118 fwy and Hayvenhurst ST Los Angeles 91344,1,2.48E-04,0.396679881,1,34.165442,-118.492384,,
101 fwy and Hayvenhurst AVE Los Angeles 91436,1,2.48E-04,0.347869177,1,34.165476,-118.492365,,
101 fwy and Hayvenhurst Los Angeles 91436,1,2.48E-04,0.348116947,1,34.165476,-118.492365,,
101 Fwy and Shoup Los Angeles 91364,1,2.48E-04,0.330525273,1,34.167997,-118.61417,,
101 FWY and De soto Los Angeles,1,2.48E-04,0.300297324,1,34.168047,-118.588172,,
Hollywood Frw and Chandler BLVD Los Angeles 91601,1,2.48E-04,0.751982161,1,34.168574,-118.38449,,
170 Freeway and Chandler  Los Angeles,2,4.96E-04,0.199702676,1,34.168645,-118.38449,,
170 freeway and Chandler  BLVD Los Angeles,1,2.48E-04,0.447968285,1,34.168645,-118.38449,,
10835 Chandler AVE Los Angeles 91706,1,2.48E-04,0.364965312,1,34.168737,-118.36679,,
Ventura Frwy and Canoga AVE Los Angeles 91367,1,2.48E-04,0.913776016,1,34.169462,-118.59747,,
101 Freeway Underpass and Balboa  AVE Los Angeles,1,2.48E-04,0.309464817,1,34.170455,-118.501052,,
101 FWY and Topanga  Los Angeles,1,2.48E-04,0.305004955,1,34.170762,-118.605832,,
101 Fwy and Topanga  Los Angeles 91364,1,2.48E-04,0.331516353,1,34.170762,-118.605832,,
101 Underpass and Topanga Canyon BLVD Los Angeles 91364,1,2.48E-04,0.335728444,1,34.170762,-118.605832,,
Ventura Fwy underpass and Topanga Canyon BLVD Los Angeles 91367,1,2.48E-04,0.916005946,1,34.170793,-118.605764,,
Ventura Frwy and Winnetka AVE Los Angeles 91367,1,2.48E-04,0.915014866,1,34.172209,-118.570979,,
Ventura Fwy and Winnetka  AVE Los Angeles 91367,1,2.48E-04,0.915758176,1,34.172209,-118.570979,,
101 Fwy and Winnetka  Los Angeles 91364,1,2.48E-04,0.332755203,1,34.172238,-118.570946,,
101 Fwy and Winnetka AVE Los Angeles 91356,1,2.48E-04,0.333002973,1,34.172238,-118.570946,,
101 FWY and Winnetka Los Angeles,1,2.48E-04,0.306739346,1,34.172238,-118.570946,,
101 freeway and Winnetka Los Angeles 91367,1,2.48E-04,0.342913776,1,34.172244,-118.570892,,
101 fwy underpass and Winnetka AVE Los Angeles 91367,1,2.48E-04,0.35852329,1,34.172253,-118.570968,,
Ventura Freeway and Corbin  AVE Los Angeles 91356,1,2.48E-04,0.913032706,1,34.173352,-118.562237,,
Ventura Freeway and Corbin AVE Los Angeles,1,2.48E-04,0.913280476,1,34.173352,-118.562237,,
Ventura Fwy and Corbin  AVE Los Angeles 91367,1,2.48E-04,0.915262636,1,34.173352,-118.562237,,
Ventura Fwy and Corbin AVE Woodland Hills 91364,1,2.48E-04,0.915510406,1,34.173352,-118.562237,,
101 Freeway Underpass and Corbin AVE Los Angeles 91367,1,2.48E-04,0.310208127,1,34.173361,-118.562237,,
101 Frwy and Corbin AVE Los Angeles 91364,1,2.48E-04,0.32185332,1,34.173361,-118.562237,,
101 Fwy underpass and Corbin AVE Los Angeles 91367,1,2.48E-04,0.333994054,1,34.173361,-118.562237,,
101 Underpass and Corbin Los Angeles,1,2.48E-04,0.335232904,1,34.173361,-118.562237,,
101 Fwy and Wilbur Los Angeles,1,2.48E-04,0.332507433,1,34.17342,-118.544818,,
101 fwy and Wilbur Los Angeles,1,2.48E-04,0.351090188,1,34.17342,-118.544818,,
101 Fwy and Corbin  AVE Los Angeles 91364,1,2.48E-04,0.326560951,1,34.173438,-118.562191,,
101 fwy and Corbin  Los Angeles,1,2.48E-04,0.346878097,1,34.173438,-118.562191,,
101 FWY and Corbin AVE Los Angeles,1,2.48E-04,0.299306244,1,34.173438,-118.562191,,
101 Fwy and Corbin AVE Los Angeles 91367,1,2.48E-04,0.326808722,1,34.173438,-118.562191,,
101 FWY and Corbin Los Angeles 91364,1,2.48E-04,0.299554014,1,34.173438,-118.562191,,
Ventura Freeway and Tampa  AVE Los Angeles 91356,1,2.48E-04,0.913528246,1,34.173503,-118.553507,,
5617 N Corbin  AVE Los Angeles 91364,1,2.48E-04,0.543607532,1,34.17353412,-118.562171,,
5617 N Corbin AVE Los Angeles 91367,1,2.48E-04,0.543855302,1,34.17353412,-118.562171,,
101 Fwy and Tampa  AVE Los Angeles,1,2.48E-04,0.331020813,1,34.173626,-118.553508,,
101 Fwy and Tampa Los Angeles,1,2.48E-04,0.331268583,1,34.173626,-118.553508,,
101 Freeway and Moorpark Los Angeles,3,7.43E-04,0.10654113,1,34.177374,-118.876571,,
101 Freeway and Moorpark  Los Angeles,2,4.96E-04,0.172447968,1,34.177374,-118.876571,,
101 freeway and Moorpark  Los Angeles,2,4.96E-04,0.17839445,1,34.177374,-118.876571,,
101 freeway and Moorpark Los Angeles,2,4.96E-04,0.17888999,1,34.177374,-118.876571,,
101 and Moorpark Los Angeles 91602,1,2.48E-04,0.336719524,1,34.177374,-118.876571,,
101 freeway and Moorpark  AVE Los Angeles,1,2.48E-04,0.341427156,1,34.177374,-118.876571,,
101 Freeway and Moorpark  ST Los Angeles 91602,1,2.48E-04,0.318632309,1,34.177374,-118.876571,,
101 freeway and Moorpark  ST Los Angeles 91602,1,2.48E-04,0.341674926,1,34.177374,-118.876571,,
101 Freeway and Moorpark AVE Los Angeles 91602,1,2.48E-04,0.318880079,1,34.177374,-118.876571,,
101 freeway and Moorpark AVE Los Angeles 91602,1,2.48E-04,0.341922696,1,34.177374,-118.876571,,
101 Freeway and Moorpark RD Los Angeles 91360,1,2.48E-04,0.319127849,1,34.177374,-118.876571,,
101 Freeway and Moorpark ST Los Angeles 91602,1,2.48E-04,0.319375619,1,34.177374,-118.876571,,
101 Freeway Underpass and Moorepark  ST Los Angeles 91601,1,2.48E-04,0.311199207,1,34.177374,-118.876571,,
101 frreway and Moorpark  Los Angeles,1,2.48E-04,0.343657086,1,34.177374,-118.876571,,
101 underpass and Moorpark Los Angeles,1,2.48E-04,0.359266601,1,34.177374,-118.876571,,
405 Freeway and Oxnard ST Los Angeles,1,2.48E-04,0.506937562,1,34.179369,-118.46953,,
Tyrone and Aetna  Los Angeles 91340,1,2.48E-04,0.905847374,,34.18015,-118.4444,,
Tyrone and Aetna  Los Angeles 91343,1,2.48E-04,0.906095144,,34.18015,-118.4444,,
Tyrone and Aetna  Los Angeles 91401,1,2.48E-04,0.906342914,,34.18015,-118.4444,,
Between Tyrone to Hazaeltine and Aetna ST Los Angeles 91401,1,2.48E-04,0.627353816,1,34.18016,-118.442209,,
14333 Aetna  AVE Los Angeles 91605,2,4.96E-04,0.196729435,1,34.18026,-118.4457,,
14333 Aetna  Los Angeles 91605,2,4.96E-04,0.197224975,1,34.18026,-118.4457,,
14333 Aetna  Los Angeles 91405,1,2.48E-04,0.42690783,,34.18026,-118.4457,,
14333 Aetna  Los Angeles 91601,1,2.48E-04,0.4271556,,34.18026,-118.4457,,
14333 Aetna  Los Angeles 91604,1,2.48E-04,0.42740337,,34.18026,-118.4457,,
170 Freeway and Laurel Canyon  BLVD Los Angeles,1,2.48E-04,0.443756194,,34.181161,-118.396747,,
170 Freeway and Laurel Canyon BLVD Los Angeles,1,2.48E-04,0.444003964,,34.181161,-118.396747,,
170 freeway and Laurel Canyon Los Angeles,1,2.48E-04,0.448463826,,34.181161,-118.396747,,
170 Freeway and Laurel Canyon Los Angeles 91604,1,2.48E-04,0.444251734,,34.181161,-118.396747,,
170 FWY and LAUREL CANYON BLVD Los Angeles 91606,1,2.48E-04,0.441774034,,34.181161,-118.396747,,
170 Fwy and Laurel Canyon Los Angeles 91061,1,2.48E-04,0.446729435,,34.181161,-118.396747,,
170 Fwy and Laurel Canyon Los Angeles 91706,1,2.48E-04,0.446977205,,34.181161,-118.396747,,
170 Freeway and Laurel Canyon  Los Angeles,2,4.96E-04,0.200198216,1,34.181184,-118.396554,,
170 Freeway Underpass and Laurel Canyon BLVD Los Angeles 91606,2,4.96E-04,0.199207136,1,34.181184,-118.396554,,
170 Fwy and Laurel Canyon Los Angeles,2,4.96E-04,0.200693756,1,34.181184,-118.396554,,
170 fwy and Laurel Canyon Los Angeles,2,4.96E-04,0.201684836,1,34.181184,-118.396554,,
170 fwy and Laurel CYN Los Angeles,2,4.96E-04,0.201189296,1,34.181184,-118.396554,,
10940 W Victory BLVD Los Angeles 91606,6,0.00148662,0.03617443,1,34.186216,-118.369583,,
10940 W Victory  BLVD Los Angeles 91606,2,4.96E-04,0.181863231,1,34.186216,-118.369583,,
10974 W Victory  BLVD Los Angeles 91606,2,4.96E-04,0.183349851,1,34.186567,-118.370169,,
10974 W VICTORY BLVD Los Angeles 91606,1,2.48E-04,0.365956392,1,34.186567,-118.370169,,
10974 W Victory BLVD Los Angeles 91606,1,2.48E-04,0.366204163,1,34.186567,-118.370169,,
17900 W VICTORY BLVD Los Angeles 91316,1,2.48E-04,0.453666997,1,34.186675,-118.523112,,
17900 W Victory BLVD Los Angeles 91316,1,2.48E-04,0.453914767,1,34.186675,-118.523112,,
10945 W Victory  BLVD Los Angeles 91606,6,0.00148662,0.037661051,1,34.18735062,-118.3697908,,
10945 W VICTORY BLVD Los Angeles 91606,2,4.96E-04,0.182358771,1,34.18735062,-118.3697908,,
10945 W Victory BLVD Los Angeles 91606,2,4.96E-04,0.182854311,1,34.18735062,-118.3697908,,
10945 W Victorty BLVD Los Angeles 91606,1,2.48E-04,0.365708622,1,34.18735062,-118.3697908,,
11051 W Victory BLVD Los Angeles 91606,3,7.43E-04,0.113974232,1,34.188565,-118.37397,,
Radford and Sherman  WAY Los Angeles 91605,4,9.91E-04,0.098860258,1,34.201269,-118.392153,,
11839 Sherman  WAY Los Angeles 90201,1,2.48E-04,0.398166501,1,34.20136452,-118.3918667,,
13605 Raymer  AVE Los Angeles 91605,2,4.96E-04,0.196233895,1,34.206989,-118.42621,,
HOLLYWOOD FWY and STRATHERN ST Los Angeles 91605,1,2.48E-04,0.742814668,1,34.215788,-118.408596,,
11811 W Strathern ST Los Angeles 91605,2,4.96E-04,0.187809713,1,34.21583,-118.390915,,
11811 W STRATHERN  ST Los Angeles 91605,1,2.48E-04,0.397670961,1,34.21583,-118.390915,,
11827 W Strathern ST Los Angeles 91605,1,2.48E-04,0.397918731,1,34.21583,-118.390915,,
10440 W Cantera Los Angeles,1,2.48E-04,0.362239841,1,34.2187729,-118.3587537,,
5 fwy and Penrose ST Los Angeles 91402,1,2.48E-04,0.533448959,1,34.226067,-118.375686,,
5 Fwy Underpass and Penrose ST Los Angeles 91352,1,2.48E-04,0.530971259,1,34.226067,-118.375686,,
San Diego Frwy and Parthenia  ST Los Angeles 91343,1,2.48E-04,0.869177403,1,34.228309,-118.473103,,
San Diego Frwy and Parthenia ST Los Angeles 91343,1,2.48E-04,0.869425173,1,34.228309,-118.473103,,
405 Freeway and Parthenia ST Los Angeles 91343,2,4.96E-04,0.207135778,1,34.228325,-118.473201,,
405 Fwy and Parthenia ST Los Angeles 91343,2,4.96E-04,0.208126858,1,34.228325,-118.473201,,
405 Freeway and parthenia ST Los Angeles 91343,1,2.48E-04,0.507680872,1,34.228325,-118.473201,,
405 fwy and N Parthenia ST Los Angeles 91343,1,2.48E-04,0.510158573,1,34.228325,-118.473201,,
405 Fwy and Parthenia AVE Los Angeles 91343,1,2.48E-04,0.508671952,1,34.228325,-118.473201,,
405 FWY and Parthenia ST Los Angeles 91343,1,2.48E-04,0.505946482,1,34.228325,-118.473201,,
405 fwy and Parthenia ST Los Angeles 91343,1,2.48E-04,0.510406343,1,34.228325,-118.473201,,
405 fwy underpass and Parthenia ST Los Angeles 91343,1,2.48E-04,0.511149653,1,34.228325,-118.473201,,
405 Underpass and Plummer ST Los Angeles 91343,2,4.96E-04,0.208622398,1,34.242865,-118.472998,,
405 Fwy and Plummer ST Los Angeles 91343,1,2.48E-04,0.508919722,1,34.242865,-118.472998,,
5 Freeway and Osborne ST Los Angeles 91331,1,2.48E-04,0.529980178,1,34.244751,-118.422433,,
20540 W Superior ST Los Angeles 91311,3,7.43E-04,0.125123885,1,34.246361,-118.581413,,
Sunburst and Remick  Los Angeles,6,0.00148662,0.048067393,1,34.24646,-118.421707,,
Sunbrust and Remick  Los Angeles,1,2.48E-04,0.89345887,1,34.24646,-118.421707,,
5 frwy and terra bella  ST Los Angeles 91331,1,2.48E-04,0.532953419,1,34.25078,-118.428675,,
10260 Norris AVE Los Angeles 90003,1,2.48E-04,0.361000991,1,34.257043,-118.401101,,
405 Freeway and Devonshire ST Los Angeles 91343,2,4.96E-04,0.206640238,1,34.257327,-118.472229,,
405 Freeway and Devonshire ST Los Angeles 91344,1,2.48E-04,0.506194252,1,34.257327,-118.472229,,
405 FWY and Devonshire  ST Los Angeles 91344,1,2.48E-04,0.505203171,1,34.257327,-118.472229,,
405 Fwy and Devonshire ST Los Angeles 91344,1,2.48E-04,0.508424182,1,34.257327,-118.472229,,
405 HWY and DEVONSHIRE Los Angeles 91343,1,2.48E-04,0.509167493,1,34.257327,-118.472229,,
SAN DIEGO FRWY and DEVONSHIRE  ST Los Angeles 91344,1,2.48E-04,0.867443013,1,34.257355,-118.47228,,
102780 N BLUCHER AVE Los Angeles 91343,1,2.48E-04,0.361248761,1,34.257478,-118.473197,,
1060 N Sherman Grove  AVE Los Angeles 91040,1,2.48E-04,0.363230922,1,34.261589,-118.319717,,
405 fwy and Chatsworth Los Angeles,1,2.48E-04,0.509663033,1,34.264592,-118.472047,,
10720 ILLEX AVE Los Angeles 91331,1,2.48E-04,0.364469772,1,34.264891,-118.422249,,
118 Freeway and Sepulveda  Los Angeles,3,7.43E-04,0.114717542,1,34.265944,-118.467307,,
118 Freeway and Sepulveda  BLVD Los Angeles,2,4.96E-04,0.184836472,1,34.265944,-118.467307,,
