latitude,longitude
34.0665,-118.2897
34.0778,-118.2818
34.209,-118.5608
34.1888,-118.5905
34.0579,-118.2759
34.0529,-118.3119
34.0897,-118.17
34.0377,-118.2425
34.2086,-118.4309
34.1509,-118.467
34.0526,-118.3122
34.0761,-118.2204
34.0539,-118.2443
34.1699,-118.5975
34.0295,-118.3967
34.1649,-118.4138
34.028,-118.4529
34.0752,-118.2207
34.2482,-118.4462
34.0764,-118.3613
34.1974,-118.5966
33.9584,-118.311
33.7977,-118.2899
34.1803,-118.4457
34.0042,-118.3307
34.2219,-118.5712
34.2436,-118.2709
34.0267,-118.3723
34.2535,-118.4029
34.2101,-118.3547
34.2079,-118.3912
34.2496,-118.4543
34.2434,-118.5836
34.0259,-118.2517
34.1794,-118.4618
34.043,-118.2172
33.9862,-118.3119
34.0249,-118.2753
34.1469,-118.3703
34.0257,-118.2436
33.7895,-118.3
33.9881,-118.2706
33.9928,-118.2652
34.0458,-118.4532
34.076,-118.217
34.236,-118.5642
34.2421,-118.5989
33.9881,-118.4228
34.0582,-118.2379
34.0334,-118.3814
34.1422,-118.2704
34.2009,-118.392
34.0485,-118.2765
34.2014,-118.5642
34.045,-118.2417
34.1722,-118.5682
34.1111,-118.2369
34.1517,-118.4672
34.2221,-118.4282
33.9934,-118.4759
34.035,-118.3727
33.972,-118.4304
34.3187,-118.4867
34.2014,-118.3919
34.0538,-118.2667
34.0577,-118.2891
34.0809,-118.2257
33.9712,-118.2652
34.1129,-118.1868
34.0541,-118.268
34.2459,-118.5936
34.2224,-118.4314
34.0301,-118.3939
34.0106,-118.29
34.2005,-118.533
34.0586,-118.2911
34.25,-118.4587
34.153,-118.3703
34.0248,-118.2448
33.995,-118.2827
33.9595,-118.4154
34.0216,-118.4018
34.004,-118.3155
34.2352,-118.5779
34.158,-118.4487
34.096,-118.3291
33.9827,-118.3348
34.0457,-118.2371
33.7301,-118.28
34.0362,-118.3806
34.1004,-118.29
34.0291,-118.3968
33.986,-118.3119
34.1675,-118.3764
33.7821,-118.2975
34.0363,-118.2976
34.0558,-118.2711
34.0395,-118.4641
34.2083,-118.5929
34.174,-118.5618
34.0984,-118.3498
34.2725,-118.4661
34.1023,-118.2944
34.005,-118.4609
34.2119,-118.3874
34.0853,-118.2601
34.0875,-118.3281
34.2646,-118.4731
33.9756,-118.2656
34.0453,-118.3206
34.0324,-118.3824
33.9308,-118.2635
34.0039,-118.331
34.0638,-118.3012
34.0003,-118.4669
34.0993,-118.2908
34.0836,-118.2905
33.7912,-118.239
34.26,-118.6049
34.2021,-118.5058
34.1783,-118.3641
33.9368,-118.2537
34.2355,-118.604
34.0213,-118.2535
33.9586,-118.4178
34.2301,-118.4671
34.0496,-118.2809
34.1939,-118.4749
34.0138,-118.2809
34.0821,-118.2605
34.0774,-118.2814
33.9747,-118.2803
34.0268,-118.3935
34.1994,-118.4313
34.0912,-118.2953
34.2685,-118.4448
34.013,-118.3399
33.792,-118.264
34.2099,-118.4316
34.0183,-118.2599
34.2096,-118.4433
34.1148,-118.2352
34.0562,-118.2719
33.997,-118.4761
34.0928,-118.2905
34.0248,-118.2442
34.1142,-118.185
33.9902,-118.4222
34.2007,-118.3881
34.0522,-118.2434
34.0766,-118.2216
34.0014,-118.4679
34.2264,-118.3666
33.7364,-118.2807
34.1942,-118.4749
34.0472,-118.3116
34.0359,-118.376
33.9977,-118.2799
34.0573,-118.2733
34.2287,-118.5319
34.0761,-118.3659
34.1681,-118.3766
34.2675,-118.4139
34.0785,-118.2612
34.1689,-118.3671
34.1712,-118.4488
34.2159,-118.3644
34.2157,-118.423
34.1424,-118.3876
34.0731,-118.3779
34.1544,-118.3965
34.0254,-118.2597
34.2355,-118.5623
33.9651,-118.2803
33.9594,-118.4179
34.2293,-118.4666
33.7895,-118.3128
34.0008,-118.4667
34.0328,-118.3469
34.0318,-118.428
34.0339,-118.3405
33.7472,-118.2806
34.0449,-118.2458
34.0647,-118.2477
34.0499,-118.3762
34.0601,-118.2781
34.0596,-118.2795
33.8026,-118.2997
34.0992,-118.2926
34.0407,-118.2468
34.0406,-118.2949
34.0152,-118.2794
34.0989,-118.2877
34.055,-118.24
34.072,-118.2669
33.9965,-118.2806
34.0647,-118.2761
34.196,-118.5968
34.0635,-118.3104
34.0044,-118.3132
34.2456,-118.2749
34.2567,-118.5015
34.0907,-118.2766
34.0272,-118.3942
34.1401,-118.1863
33.9528,-118.2798
34.059,-118.3455
34.0978,-118.2012
34.2265,-118.4397
34.0504,-118.2409
34.233,-118.5602
33.9957,-118.4808
34.0547,-118.2407
34.0583,-118.2563
34.2072,-118.4312
34.0172,-118.231
34.0209,-118.2776
34.2027,-118.5372
34.0761,-118.3721
34.2374,-118.4739
34.233,-118.5907
34.0153,-118.3005
34.1757,-118.3816
33.7945,-118.2437
34.027,-118.2369
34.0869,-118.2245
34.0565,-118.2768
34.049,-118.2759
34.2487,-118.4129
34.0534,-118.2823
34.0498,-118.2674
34.2015,-118.4827
34.2031,-118.5298
33.781,-118.2621
34.051,-118.2601
34.0481,-118.2776
34.0159,-118.2041
34.0215,-118.2759
34.2136,-118.3897
34.0499,-118.2729
34.236,-118.5011
34.0536,-118.2732
34.1855,-118.382
34.0966,-118.3382
34.1848,-118.4508
34.2194,-118.432
34.1957,-118.3811
34.005,-118.2721
34.0884,-118.3149
34.1948,-118.3816
34.0244,-118.1939
34.0042,-118.2666
34.2002,-118.4747
34.2309,-118.406
34.2451,-118.5932
34.0681,-118.2736
34.0298,-118.3911
34.0288,-118.2493
34.0572,-118.2724
34.1961,-118.3788
34.0913,-118.2953
34.2724,-118.5562
34.2011,-118.52
33.9867,-118.4703
34.2793,-118.4555
34.027,-118.2317
34.0466,-118.252
34.3102,-118.4745
34.2729,-118.5037
34.0492,-118.3858
33.9623,-118.3784
34.1027,-118.3178
34.0981,-118.2011
34.2075,-118.4287
34.098,-118.3504
33.9906,-118.274
34.2171,-118.4747
34.0693,-118.3096
34.1004,-118.292
34.2154,-118.386
33.9568,-118.2815
33.9875,-118.4654
34.2026,-118.467
34.1958,-118.5999
34.0676,-118.3738
34.2512,-118.4064
34.1922,-118.3813
34.1657,-118.5287
34.0045,-118.3324
34.1809,-118.4534
34.2476,-118.6077
33.9568,-118.2802
34.0661,-118.2216
34.2464,-118.4023
34.0122,-118.419
34.2793,-118.4304
34.0453,-118.4079
34.243,-118.4566
34.2077,-118.4296
34.104,-118.3225
34.2013,-118.3922
33.9288,-118.2315
34.3215,-118.4815
34.0472,-118.4461
34.193600000000004,-118.4528
34.0962,-118.3425
34.0764,-118.3713
34.0962,-118.3288
33.9899,-118.2452
34.0366,-118.3727
34.0464,-118.248
33.9833,-118.2811
34.0794,-118.2889
33.9509,-118.271
34.0638,-118.2141
34.0224,-118.3517
34.0234,-118.2419
33.9354,-118.2866
34.0671,-118.2896
33.7756,-118.2561
34.093,-118.3238
33.9931,-118.4494
34.2611,-118.4969
34.0937,-118.2951
34.0411,-118.2475
34.1038,-118.3225
34.0641,-118.2988
34.0129,-118.4171
34.1938,-118.3669
34.189,-118.5901
34.259,-118.4441
34.0943,-118.2066
34.0334,-118.1989
34.0195,-118.2721
34.2154,-118.3623
34.1567,-118.4225
33.7372,-118.2807
34.2364,-118.4739
34.0555,-118.3596
34.0616,-118.2467
34.1873,-118.3698
34.0356,-118.4412
34.0777,-118.3624
33.9298,-118.2852
33.9827,-118.2654
34.0978,-118.252
33.7378,-118.2804
34.1953,-118.4752
34.1452,-118.3695
33.9892,-118.2705
34.0192,-118.2406
34.1535,-118.3961
34.098,-118.3501
33.9303,-118.2463
34.1548,-118.4312
34.2167,-118.3643
33.9786,-118.2803
33.9492,-118.2802
34.0483,-118.3498
34.236,-118.6027
34.2201,-118.3962
34.2106,-118.3894
34.1056,-118.2574
34.0383,-118.4323
34.1076,-118.3307
34.0909,-118.295
34.0359,-118.3795
34.0432,-118.2422
34.2736,-118.4321
33.9337,-118.2305
34.2195,-118.4745
34.1042,-118.3252
34.0367,-118.3671
34.2464,-118.5798
34.0666,-118.2897
34.2321,-118.5365
34.2431,-118.603
34.0937,-118.3255
34.1154,-118.2355
34.0736,-118.2313
34.2033,-118.4855
33.9624,-118.2737
33.7993,-118.2832
34.2455,-118.4005
34.2794,-118.4561
34.0037,-118.4306
34.1859,-118.4466
34.1504,-118.3744
34.1451,-118.3707
34.2175,-118.3646
33.99,-118.4765
34.1669,-118.4842
34.0587,-118.2305
34.2353,-118.564
34.1013,-118.3188
34.0266,-118.2368
33.953,-118.2348
34.2405,-118.5836
34.0434,-118.2507
34.3049,-118.4658
34.1957,-118.5993
34.0212,-118.2529
34.2752,-118.4245
34.034,-118.2651
34.1,-118.2885
34.064,-118.2128
34.0816,-118.3669
34.0641,-118.3719
34.0864,-118.3442
34.1932,-118.457
34.06,-118.3044
34.0569,-118.2408
33.9844,-118.4351
34.0269,-118.224
34.0501,-118.376
34.0761,-118.2901
34.1196,-118.3389
34.0647,-118.3594
34.1667,-118.3715
34.0355,-118.2744
34.0636,-118.2942
34.0534,-118.4483
34.2323,-118.561
33.995,-118.2801
34.2713,-118.3896
34.0178,-118.2308
34.0344,-118.3501
34.0624,-118.2715
33.9979,-118.2397
34.2093,-118.4548
34.0922,-118.1634
34.0526,-118.3102
34.0761,-118.3742
34.0374,-118.4334
34.2354,-118.4077
34.1639,-118.6269
34.0853,-118.3386
34.026,-118.3964
34.043,-118.2171
34.082,-118.2172
34.266,-118.3199
34.1697,-118.3769
34.2024,-118.5309
34.1101,-118.195
34.2532,-118.4019
33.9869,-118.4736
34.0387,-118.2519
34.0049,-118.4606
34.1806,-118.3837
34.1246,-118.2699
34.2034,-118.448
34.191,-118.4491
34.0771,-118.3622
33.9985,-118.4722
34.1689,-118.3769
34.2677,-118.4354
34.2484,-118.3816
34.1867,-118.3703
34.1956,-118.5906
34.1874,-118.447
34.1864,-118.6212
34.0732,-118.2234
34.2155,-118.3863
34.248,-118.4472
34.2455,-118.422
34.0382,-118.2806
34.0632,-118.3154
34.0786,-118.2615
34.0952,-118.3264
34.0527,-118.374
34.1049,-118.3237
34.0074,-118.2806
34.0205,-118.2742
34.1752,-118.5357
34.0262,-118.2624
34.026,-118.2521
33.9853,-118.4723
34.0764,-118.3757
34.235,-118.4751
34.062,-118.2833
34.0896,-118.17
33.9871,-118.4661
33.99,-118.4619
34.0488,-118.2912
34.083,-118.2734
34.0907,-118.3079
34.0327,-118.3526
34.0744,-118.2722
34.0327,-118.2648
34.0995,-118.333
34.093,-118.3229
33.9939,-118.4799
34.1929,-118.3809
34.0805,-118.2704
34.3129,-118.4721
34.1437,-118.2708
34.21,-118.4788
34.056,-118.2743
34.0249,-118.2378
33.7904,-118.239
34.1956,-118.599
34.0433,-118.2424
34.0764,-118.3623
33.7948,-118.2917
34.0936,-118.3268
33.991,-118.4485
34.2379,-118.4162
34.0818,-118.297
34.0501,-118.3763
34.0758,-118.3688
34.1031,-118.3188
34.0118,-118.2787
33.981,-118.4149
34.0725,-118.3765
34.2383,-118.3698
34.0918,-118.318
34.0554,-118.2746
34.2564,-118.5024
34.083,-118.2723
34.0575,-118.2826
34.1428,-118.2245
34.0326,-118.3338
34.0258,-118.2681
34.1879,-118.4469
34.0528,-118.3133
34.0473,-118.3085
33.9853,-118.4006
34.0595,-118.2574
33.9747,-118.2813
34.1035,-118.336
34.0868,-118.3443
33.9896,-118.2446
34.2471,-118.591
34.1959,-118.5911
34.0645,-118.2836
34.0565,-118.2833
34.0586,-118.2885
34.0276,-118.26
34.2505,-118.429
34.0912,-118.2878
34.0836,-118.2987
34.0144,-118.2436
34.2198,-118.4488
34.0201,-118.2111
34.1698,-118.536
34.272,-118.5022
34.0978,-118.3237
34.0689,-118.344
34.0443,-118.3532
34.2019,-118.3645
34.2494,-118.2889
34.2184,-118.4856
34.0444,-118.2928
34.0483,-118.2447
34.0557,-118.2716
34.0777,-118.2892
34.0791,-118.1625
34.0511,-118.2749
34.2094,-118.597
33.9595,-118.4151
34.2687,-118.4363
34.0062,-118.4289
33.9992,-118.2557
34.0549,-118.2581
34.0958,-118.329
34.0544,-118.2723
34.019,-118.2779
34.0654,-118.3041
34.0832,-118.2909
34.194,-118.3637
34.0672,-118.2308
34.1649,-118.4924
34.2338,-118.5911
34.1858,-118.3857
34.0083,-118.3316
34.2582,-118.3013
34.266,-118.3204
34.0637,-118.2996
34.1864,-118.3696
34.0844,-118.2133
34.1682,-118.3812
33.9927,-118.3099
34.2284,-118.4093
34.2423,-118.5769
33.7856,-118.3049
34.0953,-118.2062
34.2459,-118.5814
34.1601,-118.4422
34.0042,-118.4624
34.1812,-118.3966
34.0731,-118.373
34.0283,-118.3947
34.1649,-118.4662
34.068600000000004,-118.2009
34.1802,-118.4444
34.2282,-118.5357
33.9885,-118.2726
34.1417,-118.3616
34.0279,-118.3944
34.0432,-118.2262
34.25,-118.4517
34.0451,-118.3522
34.2461,-118.5865
34.2013,-118.3983
34.2794,-118.4003
34.1723,-118.5142
34.0136,-118.2804
34.0121,-118.2768
34.0031,-118.4337
34.1148,-118.2447
34.1019,-118.2942
33.7315,-118.2805
34.193600000000004,-118.3671
34.1656,-118.5371
33.9473,-118.2488
34.2448,-118.5928
34.2019,-118.4795
34.1366,-118.2942
34.0611,-118.2747
34.1814,-118.3697
34.1016,-118.1977
34.2637,-118.4968
34.0345,-118.438
34.0753,-118.2879
33.995,-118.2806
34.0404,-118.3291
34.323,-118.4648
33.9589,-118.3093
34.2355,-118.6018
34.0501,-118.3757
34.0211,-118.274
34.0377,-118.2831
34.0118,-118.3351
34.2223,-118.5716
34.0596,-118.2796
33.9686,-118.439
34.057,-118.279
34.1928,-118.4655
34.0385,-118.28
34.0824,-118.2264
34.2971,-118.4553
34.0435,-118.2471
34.0278,-118.2599
34.3184,-118.484
34.0495,-118.4609
34.1885,-118.4664
34.0369,-118.3809
34.0988,-118.3162
34.2028,-118.3924
34.086,-118.2599
34.2328,-118.4364
34.0721,-118.3868
34.0054,-118.4312
34.2707,-118.4258
34.3066,-118.465
34.0763,-118.2613
34.0519,-118.2609
34.2292,-118.4651
34.1515,-118.333
34.0019,-118.2923
34.1669,-118.3717
33.8033,-118.2995
34.2055,-118.4061
34.0515,-118.2615
34.0638,-118.3719
34.0748,-118.2235
34.2185,-118.3644
34.0665,-118.2882
34.0792,-118.224
34.2659,-118.4673
34.0217,-118.2763
33.9983,-118.2808
34.1865,-118.4471
33.7914,-118.2413
34.0928,-118.3271
34.0307,-118.3341
34.038,-118.4329
34.2469,-118.5942
33.9522,-118.2919
34.1504,-118.3735
34.0257,-118.2451
34.216,-118.37
34.0832,-118.2965
34.0412,-118.3675
34.0695,-118.3759
34.1173,-118.2371
33.9933,-118.2809
34.2427,-118.604
34.2573,-118.5317
34.0301,-118.3608
33.9944,-118.4763
33.9509,-118.2709
34.0488,-118.2283
34.025,-118.2465
34.0172,-118.2144
33.9618,-118.4194
34.1857,-118.4466
34.2343,-118.4057
34.0626,-118.2466
33.9582,-118.309
34.0683,-118.3746
34.0612,-118.2834
34.0086,-118.2615
34.0174,-118.2078
34.088,-118.3094
34.2028,-118.4672
34.0567,-118.2831
34.0044,-118.2792
34.1816,-118.4941
34.053,-118.4302
33.9275,-118.2786
34.2701,-118.4279
34.064,-118.2518
34.022,-118.277
34.237,-118.4701
34.0596,-118.2575
34.228,-118.4737
34.101,-118.3259
34.0364,-118.2965
33.9889,-118.2814
34.0771,-118.2901
33.996,-118.2834
34.0324,-118.4287
34.0347,-118.2457
34.1524,-118.3704
34.0886,-118.3761
34.2274,-118.4483
34.2992,-118.4721
33.7747,-118.2789
34.0844,-118.2881
34.0538,-118.3785
34.2221,-118.4424
34.098,-118.3441
34.2319,-118.4633
34.0985,-118.288
34.0137,-118.2806
34.039,-118.2444
34.0443,-118.353
33.995,-118.4755
33.9885,-118.4751
34.3197,-118.4926
34.1863,-118.4506
34.0297,-118.2668
34.2116,-118.4498
33.956,-118.2803
34.0269,-118.3645
34.2301,-118.5555
34.1151,-118.245
33.9971,-118.4599
34.2339,-118.5719
33.9401,-118.2907
34.1028,-118.3223
34.0376,-118.2424
34.0577,-118.283
34.3119,-118.4579
34.0876,-118.3383
34.0949,-118.3273
34.0739,-118.2068
34.0255,-118.2392
34.0958,-118.2828
33.9897,-118.2827
34.0511,-118.3071
34.2685,-118.4365
34.0929,-118.3101
33.9335,-118.2426
34.0597,-118.2795
34.0353,-118.3677
34.0507,-118.2794
34.2684,-118.4869
34.0408,-118.2512
34.0962,-118.3119
34.155,-118.4443
34.1722,-118.5683
34.172,-118.571
34.2289,-118.5348
34.216,-118.3906
34.0152,-118.2129
34.2797,-118.4297
34.2264,-118.4331
34.2121,-118.4538
34.019,-118.2443
34.246,-118.5963
34.2406,-118.4005
33.7947,-118.2909
34.09,-118.2592
33.7869,-118.3025
34.0605,-118.1938
34.1218,-118.2703
34.1079,-118.3308
33.7838,-118.2256
34.2573,-118.4733
34.0443,-118.2725
34.0754,-118.2915
34.0523,-118.253
34.1827,-118.384
34.0743,-118.2166
34.0453,-118.2448
34.0011,-118.281
34.1736,-118.5535
34.1576,-118.379
34.0584,-118.2794
34.012,-118.4189
34.0007,-118.4674
34.1924,-118.5332
34.0041,-118.3305
34.1147,-118.2355
34.0539,-118.2504
34.0783,-118.2217
34.2464,-118.5803
34.1864,-118.4498
34.0237,-118.3089
34.0431,-118.2175
34.2448,-118.2737
34.0734,-118.2071
34.2217,-118.4279
34.2012,-118.4488
34.2019,-118.4185
34.0582,-118.2909
34.095,-118.2811
34.0176,-118.2253
34.0932,-118.3267
34.096,-118.3292
34.0869,-118.2598
34.0871,-118.2251
34.0743,-118.3836
34.0931,-118.2559
34.0393,-118.4394
34.0031,-118.2803
34.1698,-118.534
34.2101,-118.3892
34.0871,-118.3452
34.0729,-118.3099
34.2296,-118.5561
34.0455,-118.4287
34.0385,-118.4378
34.2794,-118.4568
34.0758,-118.2207
33.9873,-118.4328
34.0258,-118.2445
34.3228,-118.455
34.0534,-118.3747
34.0783,-118.2219
33.9817,-118.2611
34.0043,-118.4303
34.1018,-118.2945
34.0397,-118.4295
33.9476,-118.3087
33.9824,-118.2811
34.0012,-118.2805
34.2218,-118.4464
34.1437,-118.2257
34.0994,-118.3358
34.1074,-118.3307
34.0371,-118.2402
33.9401,-118.2908
34.0126,-118.3096
34.0826,-118.2159
34.2057,-118.4203
34.2626,-118.4234
34.0634,-118.3624
33.9538,-118.4128
34.2178,-118.3658
34.221,-118.5197
34.2007,-118.5348
33.9948,-118.4757
34.2217,-118.3712
34.2179,-118.3638
34.0575,-118.2754
33.9584,-118.3104
34.1801,-118.5098
34.1566,-118.3795
33.9455,-118.309
34.2117,-118.474
34.0647,-118.1812
33.9294,-118.239
34.0871,-118.3392
34.012,-118.2737
34.2564,-118.4001
34.0627,-118.3137
34.0999,-118.3328
34.0602,-118.2643
34.3211,-118.4479
34.0452,-118.3508
34.1946,-118.3969
33.9458,-118.283
34.0592,-118.2369
33.9909,-118.4774
34.1543,-118.379
34.0448,-118.2455
34.0528,-118.2724
34.0748,-118.2244
34.0513,-118.3069
34.003,-118.2793
34.0455,-118.348
34.0519,-118.4319
33.9359,-118.2912
34.0523,-118.2646
34.0364,-118.4406
34.2002,-118.4503
34.2103,-118.4337
34.2653,-118.3373
34.0415,-118.244
34.0855,-118.219
34.0722,-118.3775
34.2566,-118.4977
34.03,-118.2501
34.0256,-118.2382
34.0328,-118.3524
34.2155,-118.3867
33.9293,-118.2392
34.0311,-118.3346
34.0346,-118.4409
34.0497,-118.1958
34.2466,-118.5924
34.0592,-118.2775
33.7975,-118.2957
34.1057,-118.3369
33.9514,-118.2562
34.033,-118.2666
34.2251,-118.4933
34.0548,-118.4422
34.0202,-118.2552
34.1722,-118.5709
34.0192,-118.3347
33.9965,-118.477
33.943600000000004,-118.2735
34.0304,-118.4431
34.1992,-118.4671
34.102,-118.3218
34.04,-118.3008
34.0285,-118.2485
34.1054,-118.3297
34.0395,-118.2513
33.9611,-118.292
34.0788,-118.2947
34.005,-118.2714
34.1876,-118.3834
34.047,-118.2434
34.0448,-118.4502
34.1196,-118.2331
34.0597,-118.3054
34.0731,-118.3769
33.9974,-118.4604
34.038,-118.4336
34.1039,-118.2827
34.0744,-118.2284
34.0243,-118.2353
34.0765,-118.2231
34.0724,-118.2235
34.1793,-118.4566
34.0751,-118.2166
34.2626,-118.6105
34.3165,-118.4262
34.243,-118.4734
34.2446,-118.3993
34.0438,-118.2712
34.2028,-118.606
34.2167,-118.4699
34.1686,-118.5014
34.1041,-118.3383
34.048,-118.2319
34.0468,-118.269
34.0258,-118.2451
34.2582,-118.4319
33.9777,-118.2654
34.0364,-118.366
34.0596,-118.2359
33.9806,-118.309
33.9494,-118.2466
34.0547,-118.2772
34.0784,-118.4398
34.1949,-118.5955
34.2403,-118.6036
34.2603,-118.4308
34.0988,-118.2061
33.9463,-118.2805
34.0332,-118.3402
34.1992,-118.3782
34.2183,-118.4869
34.1001,-118.29
34.1043,-118.3224
34.0682,-118.3742
34.112,-118.2472
33.7947,-118.2899
34.0751,-118.2896
34.0091,-118.2801
34.0299,-118.2557
34.2213,-118.5898
34.1542,-118.3676
34.0968,-118.3239
34.1018,-118.2918
34.1809,-118.4531
34.0529,-118.3131
34.2448,-118.4224
34.293,-118.4142
34.0185,-118.2791
34.0121,-118.274
34.0233,-118.3995
34.2551,-118.4075
34.292,-118.45
34.0001,-118.4675
34.2579,-118.4373
34.2099,-118.5991
34.2742,-118.3681
33.9938,-118.4191
34.0851,-118.2894
34.2294,-118.5344
34.0268,-118.3937
34.2575,-118.5972
34.2013,-118.4668
34.1802,-118.5056
34.2656,-118.4677
34.1878,-118.4501
33.9622,-118.2799
34.2039,-118.5925
34.242,-118.603
33.9868,-118.4672
33.7977,-118.2896
33.7754,-118.2611
33.984,-118.4722
33.8337,-118.321
33.9841,-118.2658
34.0256,-118.3429
34.2303,-118.3994
34.2465,-118.6043
34.2014,-118.5172
34.0371,-118.2508
34.1955,-118.5982
33.9587,-118.3087
34.1698,-118.535
34.0379,-118.2967
34.1192,-118.2011
34.1148,-118.2354
34.2005,-118.3791
34.0308,-118.4559
33.9778,-118.4239
34.0531,-118.3135
34.2927,-118.4504
34.1077,-118.3308
33.9388,-118.2919
33.9919,-118.4722
34.0765,-118.3466
33.9348,-118.2784
