latitude,longitude,dataset
34.689,-118.112,LAHSA
34.272,-118.467,LAHSA
34.705,-118.188,LAHSA
34.585,-118.156,LAHSA
34.03,-118.444,LAHSA
34.136,-117.864,LAHSA
33.96,-118.28,LAHSA
34.18,-118.54,LAHSA
33.97,-118.187,LAHSA
34.005,-118.278,LAHSA
33.95,-118.431,LAHSA
33.957,-118.291,LAHSA
34.196,-118.379,LAHSA
34.195,-118.378,LAHSA
33.998,-118.477,LAHSA
34.696,-118.139,LAHSA
34.223,-118.432,LAHSA
34.217,-118.367,LAHSA
34.216,-118.365,LAHSA
34.286,-118.408,LAHSA
34.247,-118.446,LAHSA
34.029,-118.443,LAHSA
33.789,-118.305,LAHSA
33.963,-118.282,LAHSA
34.034,-118.272,LAHSA
33.984,-118.287,LAHSA
34.194,-118.466,LAHSA
34.309,-118.473,LAHSA
34.025,-118.268,LAHSA
34.173,-118.16,LAHSA
34.165,-118.62,LAHSA
34.165,-118.619,LAHSA
34.166,-118.619,LAHSA
34.035,-118.441,LAHSA
34.115,-117.972,LAHSA
34,-118.082,LAHSA
34,-118.081,LAHSA
34.177,-118.403,LAHSA
34.075,-118.264,LAHSA
34.066,-118.291,LAHSA
34.053,-118.238,LAHSA
34.095,-118.243,LAHSA
34.193,-118.536,LAHSA
34.105,-117.847,LAHSA
34.191,-118.399,LAHSA
33.983,-118.415,LAHSA
34.166,-118.594,LAHSA
34.21,-118.448,LAHSA
34.145,-118.073,LAHSA
33.996,-118.072,LAHSA
33.996,-117.899,LAHSA
34.011,-117.964,LAHSA
34.022,-118.448,LAHSA
34.157,-118.405,LAHSA
34.203,-118.362,LAHSA
34.037,-118.432,LAHSA
34.166,-118.529,LAHSA
34.211,-118.475,LAHSA
34.011,-118.081,LAHSA
34.016,-118.147,LAHSA
34.005,-118.282,LAHSA
34.183,-118.382,LAHSA
34.052,-118.406,LAHSA
34.08,-118.29,LAHSA
34.182,-118.382,LAHSA
34.165,-118.529,LAHSA
33.99,-118.309,LAHSA
34.056,-118.205,LAHSA
33.982,-118.229,LAHSA
34.099,-118.287,LAHSA
34.028,-118.272,LAHSA
33.745,-118.288,LAHSA
34.133,-117.898,LAHSA
33.963,-118.385,LAHSA
34.219,-118.475,LAHSA
34.218,-118.475,LAHSA
34.058,-118.248,LAHSA
33.929,-118.273,LAHSA
33.928,-118.31,LAHSA
34.173,-118.59,LAHSA
34.271,-118.416,LAHSA
34.063,-118.276,LAHSA
33.906,-118.143,LAHSA
34.022,-118.351,LAHSA
34.236,-116.386,LAHSA
33.923,-118.273,LAHSA
33.988,-118.165,LAHSA
34.216,-118.363,LAHSA
34.195,-118.37,LAHSA
34.237,-118.602,LAHSA
34.058,-118.232,LAHSA
33.971,-118.187,LAHSA
34.062,-118.271,LAHSA
34.246,-118.446,LAHSA
34.215,-118.405,LAHSA
34.032,-118.342,LAHSA
34.005,-118.082,LAHSA
34.183,-118.383,LAHSA
33.919,-118.413,LAHSA
33.919,-118.412,LAHSA
34.111,-117.234,LAHSA
34.663,-118.186,LAHSA
34.008,-118.081,LAHSA
33.957,-118.02,LAHSA
34.029,-118.311,LAHSA
33.777,-118.262,LAHSA
34.133,-117.902,LAHSA
34.018,-118.15,LAHSA
34.057,-118.272,LAHSA
34.051,-118.241,LAHSA
34.04,-118.184,LAHSA
33.918,-118.418,LAHSA
33.984,-118.441,LAHSA
34.027,-118.258,LAHSA
34.134,-117.902,LAHSA
33.981,-118.418,LAHSA
34.051,-118.239,LAHSA
34.147,-118.069,LAHSA
34.051,-118.242,LAHSA
34.06,-118.234,LAHSA
34.06,-118.249,LAHSA
34.055,-118.27,LAHSA
33.966,-118.048,LAHSA
34.17,-118.376,LAHSA
34.22,-118.473,LAHSA
34.17,-118.375,LAHSA
34.201,-118.534,LAHSA
34.236,-118.371,LAHSA
34.142,-118.24,LAHSA
34.246,-118.383,LAHSA
34.153,-118.37,LAHSA
33.997,-118.3,LAHSA
34.207,-118.434,LAHSA
34.01,-118.081,LAHSA
34.048,-118.238,LAHSA
33.973,-118.23,LAHSA
34.196,-118.378,LAHSA
34.104,-118.186,LAHSA
34.119,-118.168,LAHSA
34.22,-118.367,LAHSA
34.058,-118.364,LAHSA
34.168,-118.374,LAHSA
33.902,-118.125,LAHSA
34.037,-118.27,LAHSA
33.892,-118.032,LAHSA
34.116,-118.271,LAHSA
34.245,-118.447,LAHSA
34.218,-118.453,LAHSA
34.203,-118.598,LAHSA
34.231,-118.404,LAHSA
34.2,-118.596,LAHSA
34.2,-118.597,LAHSA
34.216,-118.474,LAHSA
34.186,-118.476,LAHSA
33.938,-118.173,LAHSA
34.284,-118.438,LAHSA
34.168,-118.371,LAHSA
34.171,-118.377,LAHSA
34.221,-118.453,LAHSA
33.981,-118.31,LAHSA
34.232,-118.549,LAHSA
34.231,-118.547,LAHSA
34.23,-118.545,LAHSA
34.097,-118.326,LAHSA
34.237,-118.371,LAHSA
34.06,-118.236,LAHSA
34.471,-118.198,LAHSA
34.029,-118.238,LAHSA
33.982,-118.417,LAHSA
34.045,-118.237,LAHSA
34.062,-118.274,LAHSA
33.853,-118.285,LAHSA
33.94,-118.291,LAHSA
33.995,-118.478,LAHSA
34.011,-118.278,LAHSA
34.235,-118.372,LAHSA
34.147,-117.604,LAHSA
34.031,-118.431,LAHSA
33.926,-118.282,LAHSA
33.877,-118.166,LAHSA
33.772,-118.253,LAHSA
34.655,-118.134,LAHSA
34.654,-118.132,LAHSA
33.983,-118.228,LAHSA
34.05,-118.253,LAHSA
34.011,-118.28,LAHSA
34.186,-118.474,LAHSA
33.959,-118.274,LAHSA
33.941,-118.291,LAHSA
34.017,-118.273,LAHSA
34.094,-118.206,LAHSA
34.114,-117.967,LAHSA
34.064,-117.787,LAHSA
34.043,-118.32,LAHSA
33.973,-118.045,LAHSA
34.189,-118.387,LAHSA
34.207,-118.407,LAHSA
33.93,-118.265,LAHSA
34.167,-118.376,LAHSA
34.173,-118.536,LAHSA
34.173,-118.535,LAHSA
34.239,-118.574,LAHSA
34.239,-118.573,LAHSA
34.061,-118.232,LAHSA
34.231,-118.548,LAHSA
34.032,-118.431,LAHSA
34.09,-118.259,LAHSA
34.129,-117.947,LAHSA
34.234,-117.873,LAHSA
34.171,-118.571,LAHSA
34.601,-118.13,LAHSA
34.181,-118.398,LAHSA
34.058,-117.758,LAHSA
34.128,-117.949,LAHSA
34.125,-117.949,LAHSA
34.124,-117.95,LAHSA
34.126,-117.949,LAHSA
34.128,-117.958,LAHSA
34.127,-117.957,LAHSA
34.181,-118.397,LAHSA
34.569,-118.109,LAHSA
34.639,-118.164,LAHSA
34.054,-118.246,LAHSA
34.639,-118.163,LAHSA
34.638,-118.164,LAHSA
34.638,-118.163,LAHSA
34.186,-118.475,LAHSA
34.587,-118.147,LAHSA
34.595,-118.148,LAHSA
34.191,-118.548,LAHSA
34.223,-118.453,LAHSA
34.167,-118.383,LAHSA
34.064,-118.291,LAHSA
34.303,-118.454,LAHSA
33.991,-118.477,LAHSA
34.192,-118.544,LAHSA
34.124,-118.22,LAHSA
34.03,-118.3,LAHSA
34.052,-118.291,LAHSA
34.228,-118.544,LAHSA
33.77,-118.261,LAHSA
34.639,-118.16,LAHSA
34.64,-118.161,LAHSA
34.006,-118.259,LAHSA
34.017,-118.106,LAHSA
34.186,-118.492,LAHSA
34.64,-118.16,LAHSA
34.639,-118.161,LAHSA
34.048,-118.246,LAHSA
34.23,-118.544,LAHSA
34.243,-118.423,LAHSA
34.063,-118.042,LAHSA
34.018,-118.312,LAHSA
34.064,-118.275,LAHSA
34.089,-118.258,LAHSA
34.639,-118.162,LAHSA
34.638,-118.162,LAHSA
33.893,-118.033,LAHSA
34.089,-118.259,LAHSA
34.018,-118.313,LAHSA
34.172,-118.536,LAHSA
34.04,-118.222,LAHSA
34.038,-118.222,LAHSA
34.172,-118.535,LAHSA
34.242,-118.45,LAHSA
34.085,-118.259,LAHSA
34.232,-118.379,LAHSA
34.233,-118.379,LAHSA
34.049,-118.247,LAHSA
34.005,-118.429,LAHSA
34.208,-118.394,LAHSA
33.875,-118.22,LAHSA
34.235,-118.369,LAHSA
33.995,-118.282,LAHSA
34.213,-118.389,LAHSA
34.235,-118.368,LAHSA
34.036,-117.95,LAHSA
34.02,-118.827,LAHSA
33.995,-118.072,LAHSA
34.001,-118.077,LAHSA
34.119,-117.837,LAHSA
34.034,-118.309,LAHSA
34.007,-118.287,LAHSA
34.107,-118.052,LAHSA
34.034,-117.934,LAHSA
34.069,-118.263,LAHSA
34.036,-117.934,LAHSA
34.036,-117.94,LAHSA
34.035,-117.938,LAHSA
33.922,-118.278,LAHSA
34.005,-118.329,LAHSA
33.949,-118.291,LAHSA
33.829,-118.294,LAHSA
33.963,-118.309,LAHSA
33.929,-118.159,LAHSA
33.93,-118.211,LAHSA
33.924,-118.309,LAHSA
33.938,-118.352,LAHSA
33.953,-118.412,LAHSA
34.211,-118.387,LAHSA
34.039,-118.283,LAHSA
34.087,-118.343,LAHSA
34.099,-118.29,LAHSA
33.956,-118.232,LAHSA
34.02,-118.185,LAHSA
33.902,-118.041,LAHSA
33.903,-118.041,LAHSA
33.901,-118.041,LAHSA
33.98,-118.422,LAHSA
34.257,-118.47,LAHSA
33.982,-118.435,LAHSA
33.984,-118.436,LAHSA
33.984,-118.414,LAHSA
33.987,-118.401,LAHSA
33.96,-118.11,LAHSA
33.898,-118.082,LAHSA
34.071,-118.066,LAHSA
34.14,-117.985,LAHSA
33.892,-118.142,LAHSA
33.916,-118.082,LAHSA
34.12,-118.055,LAHSA
33.901,-118.082,LAHSA
33.887,-118.079,LAHSA
34.014,-118.199,LAHSA
34.034,-118.033,LAHSA
34.047,-118.293,LAHSA
33.988,-118.307,LAHSA
34.021,-118.271,LAHSA
34.045,-118.014,LAHSA
34.03,-118.006,LAHSA
34.051,-118.073,LAHSA
34.02,-118.272,LAHSA
34.033,-118.446,LAHSA
33.943,-118.098,LAHSA
34.158,-117.91,LAHSA
33.931,-118.267,LAHSA
34.126,-118.092,LAHSA
34.69,-118.142,LAHSA
33.889,-118.139,LAHSA
34.264,-118.466,LAHSA
34.139,-117.986,LAHSA
34.028,-118.443,LAHSA
34.03,-118.279,LAHSA
34.081,-118.19,LAHSA
34.31,-118.475,LAHSA
33.931,-118.244,LAHSA
34.076,-118.04,LAHSA
33.859,-118.043,LAHSA
34.311,-118.475,LAHSA
34.039,-118.296,LAHSA
34.14,-118,LAHSA
34.235,-118.602,LAHSA
34.06,-118.282,LAHSA
34.09,-118.301,LAHSA
34.056,-118.011,LAHSA
34.011,-118.419,LAHSA
34.061,-118.311,LAHSA
34.264,-118.439,LAHSA
34.203,-118.466,LAHSA
34.202,-118.343,LAHSA
34.07,-118.223,LAHSA
34.079,-117.913,LAHSA
34.198,-118.37,LAHSA
33.943,-118.367,LAHSA
34.025,-118.3,LAHSA
34.051,-118.279,LAHSA
34.089,-118.341,LAHSA
34.044,-118.211,LAHSA
33.912,-118.265,LAHSA
34.062,-118.345,LAHSA
34.074,-118.217,LAHSA
34.055,-117.991,LAHSA
33.986,-118.231,LAHSA
34.023,-118.304,LAHSA
34.194,-118.588,LAHSA
33.992,-118.28,LAHSA
34.039,-118.08,LAHSA
34.094,-118.325,LAHSA
34.136,-118.041,LAHSA
34.228,-118.595,LAHSA
34.135,-118.155,LAHSA
34.081,-118.226,LAHSA
33.971,-118.117,LAHSA
34.087,-118.338,LAHSA
34.012,-118.417,LAHSA
33.86,-118.047,LAHSA
33.945,-118.343,LAHSA
33.984,-118.105,LAHSA
33.959,-118.285,LAHSA
33.987,-118.473,LAHSA
34.148,-118.142,LAHSA
34.023,-118.496,LAHSA
34.305,-118.424,LAHSA
33.843,-118.21,LAHSA
34.577,-118.118,LAHSA
34.694,-118.134,LAHSA
34.083,-118.053,LAHSA
33.962,-118.08,LAHSA
34.024,-118.262,LAHSA
34.106,-118.273,LAHSA
33.932,-118.343,LAHSA
34.002,-118.435,LAHSA
34.058,-118.442,LAHSA
33.918,-118.111,LAHSA
34.063,-118.125,LAHSA
34.115,-118.147,LAHSA
33.795,-118.243,LAHSA
34.021,-118.272,LAHSA
33.741,-118.287,LAHSA
33.945,-118.37,LAHSA
33.831,-118.077,LAHSA
33.774,-118.279,LAHSA
33.812,-118.166,LAHSA
33.985,-118.174,LAHSA
34.577,-118.114,LAHSA
33.791,-118.238,LAHSA
34.194,-118.548,LAHSA
34.063,-118.239,LAHSA
34.036,-118.032,LAHSA
34.017,-118.428,LAHSA
33.88,-118.075,LAHSA
33.945,-118.361,LAHSA
33.913,-118.084,LAHSA
34.018,-118.105,LAHSA
34.178,-118.312,LAHSA
33.91,-118.155,LAHSA
33.778,-118.266,LAHSA
33.93,-118.169,LAHSA
34.057,-118.008,LAHSA
33.932,-118.346,LAHSA
33.957,-118.205,LAHSA
33.926,-118.11,LAHSA
33.972,-118.117,LAHSA
33.777,-118.252,LAHSA
33.991,-118.454,LAHSA
34.14,-117.936,LAHSA
33.953,-118.13,LAHSA
34.028,-118.251,LAHSA
34.253,-118.402,LAHSA
33.727,-118.287,LAHSA
33.727,-118.288,LAHSA
33.799,-118.163,LAHSA
34.013,-118.248,LAHSA
34.049,-118.259,LAHSA
33.777,-118.254,LAHSA
33.946,-118.175,LAHSA
33.929,-118.113,LAHSA
34.039,-118.463,LAHSA
34.264,-118.496,LAHSA
34.258,-118.596,LAHSA
34.038,-118.464,LAHSA
34.009,-118.308,LAHSA
34.178,-118.357,LAHSA
34.319,-118.491,LAHSA
34.32,-118.493,LAHSA
34.313,-118.438,LAHSA
34.204,-118.392,LAHSA
34.071,-118.049,LAHSA
33.86,-118.198,LAHSA
34.029,-117.911,LAHSA
34.003,-118.286,LAHSA
34.064,-118.003,LAHSA
34.264,-118.497,LAHSA
34.226,-118.383,LAHSA
34.25,-118.472,LAHSA
33.928,-118.254,LAHSA
33.993,-117.904,LAHSA
34.098,-117.984,LAHSA
34.046,-118.407,LAHSA
34.233,-118.593,LAHSA
34.092,-117.986,LAHSA
33.94,-118.047,LAHSA
34.055,-118.003,LAHSA
33.978,-118.194,LAHSA
33.965,-118.143,LAHSA
33.966,-118.165,LAHSA
33.967,-118.155,LAHSA
33.956,-118.169,LAHSA
34.076,-118.372,LAHSA
33.945,-118.308,LAHSA
33.933,-118.326,LAHSA
33.937,-118.309,LAHSA
33.918,-118.075,LAHSA
33.944,-118.308,LAHSA
33.956,-118.17,LAHSA
34.096,-118.295,LAHSA
34.039,-118.302,LAHSA
34.099,-118.01,LAHSA
33.944,-118.201,LAHSA
33.952,-118.156,LAHSA
33.902,-118.085,LAHSA
33.89,-118.192,LAHSA
33.961,-118.363,LAHSA
33.858,-118.063,LAHSA
34.272,-118.466,LAHSA
34.271,-118.429,LAHSA
34.125,-118.27,LAHSA
34.274,-118.396,LAHSA
34.26,-118.325,LAHSA
34.26,-118.323,LAHSA
34.062,-118.338,LAHSA
33.997,-118.075,LAHSA
33.96,-118.145,LAHSA
34.063,-118.21,LAHSA
33.992,-118.067,LAHSA
34.088,-117.714,LAHSA
33.931,-118.173,LAHSA
34.114,-118.169,LAHSA
34.113,-118.171,LAHSA
34.221,-118.568,LAHSA
33.937,-118.37,LAHSA
33.954,-118.401,LAHSA
33.79,-118.279,LAHSA
33.79,-118.28,LAHSA
33.791,-118.281,LAHSA
33.778,-118.265,LAHSA
33.789,-118.277,LAHSA
33.989,-118.268,LAHSA
34.133,-117.935,LAHSA
34.158,-117.911,LAHSA
34.019,-118.262,LAHSA
33.99,-118.243,LAHSA
33.989,-118.282,LAHSA
33.968,-118.257,LAHSA
34.014,-118.159,LAHSA
33.77,-118.185,LAHSA
34.066,-118.221,LAHSA
34.207,-118.396,LAHSA
34.049,-118.365,LAHSA
33.942,-118.369,LAHSA
34.584,-118.118,LAHSA
33.926,-118.353,LAHSA
33.941,-118.369,LAHSA
34.091,-118.107,LAHSA
34.075,-118.373,LAHSA
33.945,-118.363,LAHSA
33.944,-118.338,LAHSA
33.946,-118.273,LAHSA
34.181,-118.518,LAHSA
34.248,-118.402,LAHSA
34.269,-118.437,LAHSA
34.186,-118.611,LAHSA
33.789,-118.317,LAHSA
34.055,-118.008,LAHSA
34.055,-118.006,LAHSA
34.074,-118.171,LAHSA
33.901,-118.104,LAHSA
34.064,-118.004,LAHSA
34.202,-118.418,LAHSA
34.26,-118.43,LAHSA
34.124,-118.146,LAHSA
34.27,-118.427,LAHSA
34.245,-118.407,LAHSA
34.245,-118.421,LAHSA
34.175,-118.381,LAHSA
34.027,-118.144,LAHSA
34.176,-118.382,LAHSA
34.152,-118.336,LAHSA
34.271,-118.428,LAHSA
33.985,-118.467,LAHSA
33.945,-118.347,LAHSA
33.933,-118.369,LAHSA
33.917,-118.102,LAHSA
33.934,-118.352,LAHSA
34.045,-118.214,LAHSA
33.916,-118.343,LAHSA
33.946,-118.187,LAHSA
34.257,-118.487,LAHSA
33.995,-118.48,LAHSA
34.004,-118.431,LAHSA
33.96,-118.278,LAHSA
33.913,-118.175,LAHSA
34.177,-118.604,LAHSA
33.938,-118.353,LAHSA
34.19,-118.534,LAHSA
34.179,-118.501,LAHSA
34.244,-118.398,LAHSA
33.971,-118.1,LAHSA
33.799,-118.259,LAHSA
34.037,-118.242,LAHSA
34.266,-118.436,LAHSA
33.941,-118.049,LAHSA
34.006,-118.432,LAHSA
34.163,-118.155,LAHSA
34.061,-118.299,LAHSA
34.22,-118.603,LAHSA
34.08,-118.225,LAHSA
34.213,-118.597,LAHSA
34.088,-118.381,LAHSA
34.015,-118.279,LAHSA
34.039,-118.464,LAHSA
34.261,-118.579,LAHSA
33.944,-118.292,LAHSA
34.31,-118.474,LAHSA
34.299,-118.471,LAHSA
34.249,-118.459,LAHSA
34.078,-118.225,LAHSA
34.079,-118.226,LAHSA
34.152,-118.375,LAHSA
33.953,-118.284,LAHSA
34.054,-117.933,LAHSA
34.154,-118.396,LAHSA
33.959,-118.308,LAHSA
33.997,-118.074,LAHSA
33.785,-118.147,LAHSA
34.045,-118.315,LAHSA
34.044,-118.353,LAHSA
34.131,-117.948,LAHSA
33.946,-118.393,LAHSA
34.048,-118.254,LAHSA
42.52,-97.121,LAHSA
34.578,-118.116,LAHSA
33.941,-118.269,LAHSA
34.249,-118.403,LAHSA
34.181,-118.396,LAHSA
34.044,-118.242,LAHSA
34.018,-118.294,LAHSA
34.059,-118.294,LAHSA
34.035,-118.037,LAHSA
33.904,-118.069,LAHSA
33.902,-118.083,LAHSA
34.063,-118.116,LAHSA
33.96,-118.144,LAHSA
34.033,-118.429,LAHSA
34.04,-118.248,LAHSA
34.199,-118.572,LAHSA
33.929,-118.244,LAHSA
33.982,-118.308,LAHSA
33.858,-118.104,LAHSA
33.872,-118.107,LAHSA
34.25,-118.414,LAHSA
33.976,-118.229,LAHSA
34.229,-118.365,LAHSA
34.199,-118.37,LAHSA
34.196,-118.37,LAHSA
33.79,-118.239,LAHSA
34.152,-118.374,LAHSA
34.053,-118.089,LAHSA
34.059,-118.29,LAHSA
34.056,-118.317,LAHSA
34.242,-118.604,LAHSA
34.256,-118.603,LAHSA
33.986,-118.444,LAHSA
34.221,-118.372,LAHSA
34.22,-118.37,LAHSA
34.203,-118.391,LAHSA
34.203,-118.392,LAHSA
33.974,-118.256,LAHSA
33.941,-118.047,LAHSA
33.936,-118.041,LAHSA
34.013,-118.165,LAHSA
34.201,-118.133,LAHSA
34.023,-118.169,LAHSA
33.845,-118.099,LAHSA
33.831,-118.084,LAHSA
33.975,-118.23,LAHSA
33.888,-118.141,LAHSA
34.02,-118.271,LAHSA
34.056,-118.395,LAHSA
34.26,-118.497,LAHSA
34.015,-118.25,LAHSA
34.242,-118.454,LAHSA
34.607,-118.147,LAHSA
34.608,-118.145,LAHSA
34.186,-118.372,LAHSA
33.912,-118.082,LAHSA
33.896,-118.352,LAHSA
34.048,-118.446,LAHSA
34.039,-118.243,LAHSA
34.265,-118.467,LAHSA
34.047,-118.309,LAHSA
33.791,-118.24,LAHSA
33.966,-118.037,LAHSA
34.695,-118.174,LAHSA
34.061,-118.302,LAHSA
33.958,-118.35,LAHSA
34.285,-118.503,LAHSA
34.022,-118.4,LAHSA
33.939,-118.352,LAHSA
33.94,-118.352,LAHSA
34.682,-118.134,LAHSA
34.145,-117.989,LAHSA
34.036,-118.373,LAHSA
33.983,-118.444,LAHSA
33.931,-118.352,LAHSA
33.938,-118.357,LAHSA
33.894,-118.353,LAHSA
34.051,-118.251,LAHSA
34.067,-118.204,LAHSA
34.031,-118.253,LAHSA
33.931,-118.33,LAHSA
33.898,-118.326,LAHSA
34.128,-118.032,LAHSA
34.09,-118.072,LAHSA
34.02,-118.281,LAHSA
34.691,-118.147,LAHSA
34.579,-118.118,LAHSA
34.587,-118.145,LAHSA
34.246,-118.407,LAHSA
34.216,-118.469,LAHSA
34.059,-118.09,LAHSA
34.016,-118.308,LAHSA
33.735,-118.279,LAHSA
34.254,-118.41,LAHSA
34.246,-118.421,LAHSA
33.756,-118.292,LAHSA
34.193,-118.392,LAHSA
34.004,-118.461,LAHSA
34,-118.08,LAHSA
34.082,-118.295,LAHSA
34.049,-118.24,LAHSA
34.048,-118.248,LAHSA
34.006,-118.121,LAHSA
34.204,-118.413,LAHSA
34.005,-118.459,LAHSA
34.206,-118.592,LAHSA
34.062,-118.293,LAHSA
34.017,-118.088,LAHSA
34.024,-118.085,LAHSA
34.075,-118.223,LAHSA
34.226,-118.432,LAHSA
33.815,-118.182,LAHSA
33.997,-118.124,LAHSA
34.065,-118.233,LAHSA
34.209,-118.606,LAHSA
33.88,-118.117,LAHSA
33.964,-118.142,LAHSA
34.037,-118.145,LAHSA
34.062,-117.747,LAHSA
34.242,-118.605,LAHSA
33.843,-118.386,LAHSA
34.072,-117.874,LAHSA
34.242,-118.472,LAHSA
34.203,-118.467,LAHSA
34.086,-118.292,LAHSA
34.099,-118.311,LAHSA
34.023,-118.272,LAHSA
34.143,-117.937,LAHSA
33.983,-118.309,LAHSA
34.176,-118.381,LAHSA
34.149,-118.001,LAHSA
33.981,-118.313,LAHSA
34.051,-118.261,LAHSA
33.935,-118,LAHSA
33.991,-118.067,LAHSA
33.931,-118.107,LAHSA
34.14,-117.982,LAHSA
34.14,-117.937,LAHSA
34.054,-118.004,LAHSA
34.136,-117.956,LAHSA
34.018,-118.355,LAHSA
34.013,-118.278,LAHSA
33.988,-118.27,LAHSA
34.089,-118.313,LAHSA
34.04,-118.427,LAHSA
33.858,-118.046,LAHSA
34.294,-118.444,LAHSA
34.02,-118.274,LAHSA
34.299,-118.472,LAHSA
34.294,-118.453,LAHSA
33.916,-118.365,LAHSA
33.837,-118.389,LAHSA
33.838,-118.389,LAHSA
34.171,-118.53,LAHSA
33.896,-118.326,LAHSA
34.256,-118.497,LAHSA
33.99,-118.109,LAHSA
33.988,-118.275,LAHSA
34.04,-118.24,LAHSA
33.943,-118.25,LAHSA
33.983,-118.31,LAHSA
34.265,-118.476,LAHSA
34.055,-117.933,LAHSA
34.191,-118.562,LAHSA
34.148,-118.002,LAHSA
33.714,-118.281,LAHSA
33.858,-118.09,LAHSA
34.061,-117.786,LAHSA
34.062,-117.75,LAHSA
33.862,-118.38,LAHSA
34.186,-118.627,LAHSA
34.047,-118.249,LAHSA
34.042,-118.24,LAHSA
33.963,-118.149,LAHSA
34.065,-118.267,LAHSA
34.025,-118.156,LAHSA
34.207,-118.387,LAHSA
34.025,-118.302,LAHSA
34.204,-118.414,LAHSA
34.318,-118.488,LAHSA
34.026,-118.251,LAHSA
34.099,-117.984,LAHSA
33.939,-118.097,LAHSA
34.25,-118.404,LAHSA
34.143,-118.225,LAHSA
34.141,-118.185,LAHSA
33.985,-118.309,LAHSA
34.055,-118.446,LAHSA
33.833,-118.072,LAHSA
33.946,-118.149,LAHSA
34.055,-118.009,LAHSA
34.031,-118.393,LAHSA
33.949,-118.246,LAHSA
33.978,-118.086,LAHSA
33.879,-118.082,LAHSA
34.017,-118.155,LAHSA
34.011,-118.148,LAHSA
33.873,-118.125,LAHSA
34.026,-118.156,LAHSA
34.188,-118.371,LAHSA
34.039,-118.077,LAHSA
34.583,-118.144,LAHSA
33.948,-118.048,LAHSA
33.738,-118.281,LAHSA
34.181,-118.448,LAHSA
33.78,-118.259,LAHSA
34.245,-118.273,LAHSA
34.061,-118.292,LAHSA
33.837,-118.388,LAHSA
33.881,-118.289,LAHSA
34.061,-118.277,LAHSA
34.288,-118.501,LAHSA
34.257,-118.403,LAHSA
34.216,-118.362,LAHSA
34.674,-118.16,LAHSA
33.909,-118.075,LAHSA
34.071,-118.095,LAHSA
34.054,-118.277,LAHSA
33.968,-118.143,LAHSA
33.888,-118.125,LAHSA
34.046,-118.069,LAHSA
34.032,-118.023,LAHSA
34.056,-118.005,LAHSA
34.035,-118.031,LAHSA
34.221,-118.429,LAHSA
33.976,-118.175,LAHSA
33.976,-118.172,LAHSA
33.931,-118.337,LAHSA
33.974,-118.203,LAHSA
33.879,-118.296,LAHSA
33.974,-118.23,LAHSA
34.581,-118.133,LAHSA
33.977,-118.186,LAHSA
34.043,-118.265,LAHSA
34.062,-118.089,LAHSA
33.941,-118.166,LAHSA
34.066,-117.927,LAHSA
34.109,-117.821,LAHSA
33.98,-118.291,LAHSA
33.895,-118.25,LAHSA
34.013,-118.147,LAHSA
34.077,-117.752,LAHSA
34.078,-118.052,LAHSA
34.076,-117.752,LAHSA
33.972,-118.202,LAHSA
34.096,-118.016,LAHSA
34.034,-117.748,LAHSA
34.147,-118.068,LAHSA
34.088,-118.333,LAHSA
34.043,-118.226,LAHSA
34.033,-117.749,LAHSA
34.062,-117.746,LAHSA
34.292,-118.45,LAHSA
34.138,-117.939,LAHSA
33.935,-118.352,LAHSA
34.101,-118.296,LAHSA
34.054,-118.226,LAHSA
34.053,-118.09,LAHSA
33.901,-118.286,LAHSA
34.259,-118.322,LAHSA
34.046,-118.237,LAHSA
34.07,-118.279,LAHSA
34.045,-118.206,LAHSA
33.933,-118.352,LAHSA
34.046,-118.408,LAHSA
34.141,-118.149,LAHSA
34.038,-118.252,LAHSA
34.204,-118.62,LAHSA
34.173,-118.612,LAHSA
33.959,-118.396,LAHSA
33.98,-118.173,LAHSA
34.137,-117.951,LAHSA
33.963,-118.396,LAHSA
33.936,-118.352,LAHSA
34.219,-118.448,LAHSA
34.188,-118.396,LAHSA
34.243,-118.472,LAHSA
34.672,-118.127,LAHSA
33.992,-118.456,LAHSA
33.915,-118.069,LAHSA
33.886,-118.082,LAHSA
33.858,-118.102,LAHSA
34.199,-118.404,LAHSA
34.063,-118.121,LAHSA
34.653,-118.112,LAHSA
34.182,-118.385,LAHSA
34.036,-118.25,LAHSA
34.216,-118.354,LAHSA
34.08,-118.202,LAHSA
34.067,-118.042,LAHSA
34.012,-118.119,LAHSA
34.025,-118.316,LAHSA
34.026,-118.316,LAHSA
34.035,-117.952,LAHSA
34.034,-117.935,LAHSA
33.96,-118.369,LAHSA
34.031,-117.912,LAHSA
33.97,-118.348,LAHSA
34.049,-118.043,LAHSA
34.023,-118.17,LAHSA
34.064,-118.005,LAHSA
34.342,-118.22,LAHSA
34.045,-118.444,LAHSA
34.224,-118.589,LAHSA
34.002,-118.28,LAHSA
33.97,-118.199,LAHSA
34.739,-118.166,LAHSA
34.232,-118.594,LAHSA
34.186,-118.641,LAHSA
34.309,-118.411,LAHSA
34.038,-118.41,LAHSA
34.071,-117.872,LAHSA
34.018,-118.493,LAHSA
34.066,-117.929,LAHSA
34.072,-118.22,LAHSA
33.961,-118.36,LAHSA
34.052,-117.986,LAHSA
34.175,-118.301,LAHSA
34.053,-118.448,LAHSA
34.063,-118.212,LAHSA
34.043,-118.252,LAHSA
33.98,-118.332,LAHSA
34.039,-118.258,LAHSA
