latitude,longitude,dataset
34.068,-118.222,LAHSA
33.957,-118.416,LAHSA
34.087,-118.151,LAHSA
34.135,-117.873,LAHSA
34.087,-117.907,LAHSA
33.989,-118.3,LAHSA
34.093,-118.324,LAHSA
34.105,-118.291,LAHSA
34.031,-118.259,LAHSA
33.999,-118.079,LAHSA
34.014,-118.285,LAHSA
33.96,-118.351,LAHSA
34.294,-118.411,LAHSA
33.991,-118.33,LAHSA
34.231,-118.368,LAHSA
34.102,-118.009,LAHSA
34.178,-118.562,LAHSA
34.187,-118.552,LAHSA
34.093,-118.325,LAHSA
33.94,-118.102,LAHSA
34.044,-118.253,LAHSA
33.957,-118.414,LAHSA
33.93,-118.348,LAHSA
34.674,-118.179,LAHSA
34.264,-118.332,LAHSA
34.263,-118.333,LAHSA
33.933,-118.244,LAHSA
34.003,-117.96,LAHSA
34.057,-118.304,LAHSA
34.092,-118.222,LAHSA
34.264,-118.333,LAHSA
33.985,-118.395,LAHSA
33.99,-117.922,LAHSA
33.931,-118.306,LAHSA
33.838,-118.356,LAHSA
33.991,-118.075,LAHSA
34.559,-118.083,LAHSA
33.96,-118.37,LAHSA
33.957,-118.292,LAHSA
34.307,-118.429,LAHSA
34.167,-118.62,LAHSA
34.201,-118.594,LAHSA
34.192,-118.383,LAHSA
33.831,-118.295,LAHSA
34.049,-118.271,LAHSA
34.083,-118.287,LAHSA
34.083,-118.291,LAHSA
34.202,-118.595,LAHSA
34.063,-118.287,LAHSA
34.083,-118.289,LAHSA
34.256,-118.498,LAHSA
34.257,-118.435,LAHSA
34.592,-118.146,LAHSA
34.089,-118.166,LAHSA
34.235,-118.593,LAHSA
34.264,-118.581,LAHSA
33.985,-118.4,LAHSA
34.199,-118.449,LAHSA
34.14,-117.995,LAHSA
34.274,-118.449,LAHSA
33.95,-118.095,LAHSA
34.201,-118.465,LAHSA
34.236,-118.593,LAHSA
33.975,-118.037,LAHSA
34.187,-118.599,LAHSA
34.193,-118.587,LAHSA
33.947,-118.289,LAHSA
33.913,-118.217,LAHSA
33.99,-118.055,LAHSA
33.775,-118.258,LAHSA
34.023,-118.24,LAHSA
33.992,-118.26,LAHSA
34.058,-118.002,LAHSA
34.019,-118.191,LAHSA
33.992,-118.286,LAHSA
34.011,-118.415,LAHSA
34.265,-118.333,LAHSA
33.982,-118.282,LAHSA
33.901,-118.326,LAHSA
34.134,-117.948,LAHSA
34.281,-118.42,LAHSA
34.697,-118.141,LAHSA
34.696,-118.118,LAHSA
34.006,-118.331,LAHSA
33.927,-118.154,LAHSA
34.058,-118.127,LAHSA
33.998,-118.461,LAHSA
34.036,-118.064,LAHSA
34.081,-117.899,LAHSA
34.19,-118.553,LAHSA
34.018,-118.189,LAHSA
34.065,-118.372,LAHSA
33.818,-118.308,LAHSA
34.09,-118.355,LAHSA
33.958,-118.416,LAHSA
33.926,-116.975,LAHSA
34.17,-118.501,LAHSA
34.05,-118.258,LAHSA
34.089,-117.894,LAHSA
33.776,-118.256,LAHSA
34.063,-117.778,LAHSA
33.923,-118.327,LAHSA
34.061,-117.747,LAHSA
33.956,-118.36,LAHSA
34.027,-118.067,LAHSA
34.019,-118.153,LAHSA
33.991,-118.109,LAHSA
34.043,-118.458,LAHSA
34.257,-118.598,LAHSA
34.257,-118.599,LAHSA
34.01,-118.495,LAHSA
34.155,-118.282,LAHSA
34.036,-118.028,LAHSA
34.042,-118.284,LAHSA
34.042,-118.459,LAHSA
33.959,-118.415,LAHSA
34.09,-118.014,LAHSA
34.108,-118.137,LAHSA
34.017,-118.059,LAHSA
34.042,-118.194,LAHSA
34.059,-118.01,LAHSA
34.035,-118.195,LAHSA
34.034,-118.165,LAHSA
34.25,-118.487,LAHSA
34.177,-118.448,LAHSA
34.267,-118.441,LAHSA
34.23,-118.402,LAHSA
34.228,-118.532,LAHSA
34.035,-118.035,LAHSA
34.043,-118.26,LAHSA
34.259,-118.432,LAHSA
34.205,-118.45,LAHSA
34.034,-118.065,LAHSA
33.965,-118.049,LAHSA
33.917,-118.117,LAHSA
34.135,-117.943,LAHSA
34.068,-118.29,LAHSA
33.969,-118.17,LAHSA
33.962,-118.142,LAHSA
34,-118.267,LAHSA
34.098,-118.295,LAHSA
33.959,-118.328,LAHSA
34.012,-118.496,LAHSA
33.944,-118.333,LAHSA
33.992,-118.449,LAHSA
33.959,-118.349,LAHSA
34.495,-117.914,LAHSA
34.188,-118.518,LAHSA
34.067,-118.214,LAHSA
34.052,-118.265,LAHSA
33.916,-118.318,LAHSA
34.03,-118.232,LAHSA
33.951,-118.033,LAHSA
33.952,-118.032,LAHSA
33.913,-118.104,LAHSA
34.051,-118.307,LAHSA
34.069,-118.286,LAHSA
34.104,-118.323,LAHSA
34.008,-118.161,LAHSA
34.018,-118.149,LAHSA
34.017,-118.21,LAHSA
34.187,-118.131,LAHSA
33.931,-118.282,LAHSA
33.989,-118.461,LAHSA
33.957,-118.37,LAHSA
33.977,-118.282,LAHSA
34.257,-118.501,LAHSA
34.667,-118.132,LAHSA
33.945,-118.185,LAHSA
33.915,-118.106,LAHSA
34.219,-118.595,LAHSA
34.056,-117.733,LAHSA
33.96,-118.185,LAHSA
33.882,-118.211,LAHSA
34.058,-117.737,LAHSA
34.713,-118.086,LAHSA
34.195,-118.618,LAHSA
34.186,-118.131,LAHSA
34.028,-118.486,LAHSA
33.987,-117.896,LAHSA
34.31,-118.432,LAHSA
33.987,-117.898,LAHSA
33.91,-118.116,LAHSA
33.963,-118.139,LAHSA
34.185,-118.451,LAHSA
33.814,-118.296,LAHSA
34.065,-117.892,LAHSA
34.147,-118.37,LAHSA
34,-118.083,LAHSA
34.074,-118.2,LAHSA
34.035,-118.434,LAHSA
34.025,-117.918,LAHSA
34.032,-117.931,LAHSA
34.003,-117.829,LAHSA
34.107,-117.918,LAHSA
34.077,-118.265,LAHSA
34.146,-118.084,LAHSA
34.166,-118.5,LAHSA
33.9,-118.326,LAHSA
34.213,-118.36,LAHSA
33.812,-118.169,LAHSA
34.152,-118.361,LAHSA
33.93,-118.346,LAHSA
34.05,-118.27,LAHSA
34.101,-118.21,LAHSA
34.049,-118.039,LAHSA
33.805,-118.162,LAHSA
34.106,-118.244,LAHSA
34.093,-118.185,LAHSA
34.074,-118.251,LAHSA
34.035,-117.982,LAHSA
33.922,-118.133,LAHSA
33.989,-118.474,LAHSA
34.022,-118.468,LAHSA
34.71,-118.085,LAHSA
34.215,-118.387,LAHSA
33.977,-118.309,LAHSA
33.984,-118.279,LAHSA
34.049,-118.455,LAHSA
34.139,-118.209,LAHSA
34.028,-118.25,LAHSA
34.054,-117.748,LAHSA
33.993,-117.927,LAHSA
34.075,-118.257,LAHSA
33.982,-118.048,LAHSA
33.927,-118.176,LAHSA
33.895,-118.289,LAHSA
34.158,-117.914,LAHSA
34.069,-117.979,LAHSA
34.686,-118.135,LAHSA
33.908,-118.341,LAHSA
34.051,-118.045,LAHSA
34.028,-118.355,LAHSA
34.058,-117.75,LAHSA
34.073,-117.88,LAHSA
33.831,-118.286,LAHSA
33.903,-118.206,LAHSA
34.006,-117.821,LAHSA
34.204,-118.449,LAHSA
34.064,-117.929,LAHSA
34.06,-117.794,LAHSA
34.001,-117.945,LAHSA
34.054,-118.245,LAHSA
34.275,-118.299,LAHSA
34.059,-118.124,LAHSA
33.896,-118.206,LAHSA
34.02,-118.158,LAHSA
33.97,-118.123,LAHSA
34.038,-118.284,LAHSA
34.232,-118.398,LAHSA
34.052,-118.247,LAHSA
34.198,-118.597,LAHSA
34.078,-117.937,LAHSA
34.026,-118.334,LAHSA
34.031,-118.445,LAHSA
34.267,-118.466,LAHSA
34.14,-118.361,LAHSA
33.979,-118.423,LAHSA
34.235,-118.407,LAHSA
34.256,-118.471,LAHSA
34.186,-118.622,LAHSA
33.964,-118.278,LAHSA
34.205,-118.449,LAHSA
34.076,-118.231,LAHSA
34.709,-118.079,LAHSA
34.372,-118.515,LAHSA
34.186,-118.54,LAHSA
34.03,-117.968,LAHSA
33.985,-118.289,LAHSA
33.974,-118.246,LAHSA
34.186,-118.536,LAHSA
34.186,-118.52,LAHSA
34.059,-117.742,LAHSA
33.989,-118.244,LAHSA
33.987,-117.891,LAHSA
34.05,-118.23,LAHSA
34.144,-118.226,LAHSA
34.265,-118.332,LAHSA
34.197,-118.587,LAHSA
34.199,-118.569,LAHSA
34.103,-118.194,LAHSA
33.786,-118.242,LAHSA
34.264,-118.438,LAHSA
33.71,-118.285,LAHSA
33.708,-118.288,LAHSA
33.706,-118.292,LAHSA
34.195,-118.495,LAHSA
34.174,-118.545,LAHSA
34.035,-117.748,LAHSA
34.104,-117.903,LAHSA
34.077,-118.259,LAHSA
34.704,-118.15,LAHSA
34.202,-118.596,LAHSA
33.981,-118.216,LAHSA
33.901,-117.985,LAHSA
34.045,-118.344,LAHSA
34.651,-118.139,LAHSA
34.273,-118.411,LAHSA
34.046,-118.345,LAHSA
34.152,-118.15,LAHSA
33.963,-118.351,LAHSA
33.915,-118.176,LAHSA
34.043,-118.324,LAHSA
34.02,-118.191,LAHSA
34.035,-118.021,LAHSA
33.985,-118.256,LAHSA
34.028,-117.995,LAHSA
33.997,-118.106,LAHSA
34.154,-118.368,LAHSA
34.234,-118.483,LAHSA
33.958,-118.279,LAHSA
33.75,-118.309,LAHSA
34.026,-117.917,LAHSA
33.901,-118.072,LAHSA
34.058,-118.235,LAHSA
34.133,-118.215,LAHSA
34.044,-118.207,LAHSA
34.039,-118.144,LAHSA
34.056,-118.231,LAHSA
34.071,-118.229,LAHSA
34.145,-118.085,LAHSA
34.118,-118.193,LAHSA
34.062,-118.182,LAHSA
34.059,-118.28,LAHSA
34.145,-118.084,LAHSA
34.01,-118.323,LAHSA
33.891,-118.301,LAHSA
33.89,-118.302,LAHSA
33.902,-118.31,LAHSA
34.276,-118.429,LAHSA
34.28,-118.402,LAHSA
34.049,-117.996,LAHSA
33.914,-118.166,LAHSA
34,-118.289,LAHSA
33.912,-118.076,LAHSA
33.95,-118.172,LAHSA
33.95,-118.171,LAHSA
33.954,-118.17,LAHSA
34.049,-118.251,LAHSA
33.81,-118.091,LAHSA
33.809,-118.091,LAHSA
34.101,-118.335,LAHSA
34.14,-118.14,LAHSA
34.067,-117.971,LAHSA
34.257,-118.484,LAHSA
34.03,-118.059,LAHSA
33.958,-118.451,LAHSA
34,-118.413,LAHSA
34.206,-118.596,LAHSA
34.207,-118.473,LAHSA
34.038,-118.029,LAHSA
34.162,-118.521,LAHSA
34.058,-118.007,LAHSA
34.063,-118.004,LAHSA
34.261,-118.32,LAHSA
34.197,-118.536,LAHSA
34.195,-118.619,LAHSA
34.206,-118.595,LAHSA
33.869,-118.082,LAHSA
33.875,-118.133,LAHSA
33.785,-118.189,LAHSA
33.892,-118.269,LAHSA
34.261,-118.316,LAHSA
34.053,-117.976,LAHSA
34.093,-118.203,LAHSA
34.111,-118.18,LAHSA
33.899,-118.249,LAHSA
34.201,-118.522,LAHSA
34.059,-118.287,LAHSA
34.144,-118.025,LAHSA
34.05,-118.071,LAHSA
34.044,-118.068,LAHSA
34.078,-117.997,LAHSA
33.992,-118.112,LAHSA
34.034,-118.092,LAHSA
34.3,-118.45,LAHSA
34.596,-118.142,LAHSA
34.568,-118.138,LAHSA
34.035,-118.238,LAHSA
34.029,-118.074,LAHSA
33.91,-118.072,LAHSA
33.932,-118.325,LAHSA
34.066,-118.099,LAHSA
34.051,-118.09,LAHSA
34.068,-118.303,LAHSA
33.736,-118.285,LAHSA
34.04,-118.299,LAHSA
34.041,-118.441,LAHSA
33.895,-118.37,LAHSA
34.058,-117.731,LAHSA
33.902,-118.287,LAHSA
33.853,-118.234,LAHSA
33.901,-118.292,LAHSA
34.009,-118.287,LAHSA
34.055,-118.233,LAHSA
34.068,-118.095,LAHSA
34.089,-118.306,LAHSA
33.961,-118.145,LAHSA
33.988,-118.445,LAHSA
34.091,-117.995,LAHSA
34.135,-117.942,LAHSA
34.034,-117.952,LAHSA
34.247,-118.418,LAHSA
34.675,-118.155,LAHSA
33.892,-118.285,LAHSA
34.223,-118.45,LAHSA
34.056,-118.281,LAHSA
34.139,-117.939,LAHSA
34.312,-118.433,LAHSA
34.268,-118.437,LAHSA
34.268,-118.436,LAHSA
34.66,-118.143,LAHSA
33.866,-118.083,LAHSA
33.961,-118.144,LAHSA
33.893,-118.055,LAHSA
34.054,-118.44,LAHSA
34.027,-118.255,LAHSA
34.654,-118.143,LAHSA
34.045,-118.271,LAHSA
34.065,-118.001,LAHSA
33.942,-118.174,LAHSA
33.943,-118.181,LAHSA
33.951,-118.181,LAHSA
33.993,-118.478,LAHSA
33.941,-118.182,LAHSA
33.959,-118.23,LAHSA
34.003,-118.433,LAHSA
34.229,-118.535,LAHSA
34.046,-118.321,LAHSA
34.074,-118.271,LAHSA
34.071,-118.274,LAHSA
34.202,-118.597,LAHSA
33.884,-118.352,LAHSA
34.074,-118.27,LAHSA
34.28,-118.401,LAHSA
34.194,-118.618,LAHSA
34.045,-118.272,LAHSA
34.188,-118.556,LAHSA
34.217,-118.591,LAHSA
34.045,-118.045,LAHSA
34.017,-118.15,LAHSA
33.905,-118.227,LAHSA
34.013,-118.146,LAHSA
34.063,-118.307,LAHSA
34.047,-118.322,LAHSA
34.1,-118.014,LAHSA
33.959,-118.231,LAHSA
34.029,-118.396,LAHSA
34.053,-118.23,LAHSA
33.979,-118.169,LAHSA
34.036,-117.748,LAHSA
33.894,-118.274,LAHSA
34.159,-118.378,LAHSA
34.085,-117.966,LAHSA
34.033,-118.38,LAHSA
34.088,-117.969,LAHSA
34.106,-117.89,LAHSA
34.087,-117.889,LAHSA
34.04,-118.179,LAHSA
34.047,-118.344,LAHSA
34.027,-118.259,LAHSA
33.985,-118.095,LAHSA
33.859,-118.309,LAHSA
34.106,-117.863,LAHSA
33.894,-118.272,LAHSA
34.025,-118.308,LAHSA
34.106,-117.888,LAHSA
34.106,-117.889,LAHSA
33.959,-118.227,LAHSA
34.146,-118.076,LAHSA
34.186,-118.395,LAHSA
33.993,-118.449,LAHSA
34.199,-118.387,LAHSA
34.266,-118.438,LAHSA
33.993,-117.898,LAHSA
34.215,-118.6,LAHSA
34.153,-118.372,LAHSA
33.969,-118.041,LAHSA
34.152,-118.63,LAHSA
33.968,-118.042,LAHSA
34.172,-118.468,LAHSA
34.011,-118.324,LAHSA
33.997,-118.078,LAHSA
34.148,-118.376,LAHSA
34.013,-118.113,LAHSA
33.798,-118.29,LAHSA
34.064,-117.946,LAHSA
34.259,-118.32,LAHSA
34.14,-117.99,LAHSA
34.103,-117.748,LAHSA
34.011,-118.134,LAHSA
33.858,-118.086,LAHSA
34.095,-118.207,LAHSA
33.901,-118.103,LAHSA
33.999,-118.47,LAHSA
34.24,-118.604,LAHSA
34.053,-118.45,LAHSA
34.211,-118.466,LAHSA
33.974,-118.165,LAHSA
33.959,-118.169,LAHSA
34.097,-118.336,LAHSA
33.945,-118.366,LAHSA
33.928,-118.343,LAHSA
34.067,-118.287,LAHSA
33.933,-118.353,LAHSA
33.991,-118.141,LAHSA
34.102,-118.194,LAHSA
34.005,-118.099,LAHSA
34.159,-118.503,LAHSA
34.187,-118.396,LAHSA
34.06,-118.267,LAHSA
33.97,-118.122,LAHSA
34.098,-118.334,LAHSA
33.993,-118.042,LAHSA
33.946,-118.165,LAHSA
34.072,-118.355,LAHSA
34.035,-118.377,LAHSA
33.99,-118.447,LAHSA
34.105,-117.905,LAHSA
34.007,-118.493,LAHSA
33.972,-118.123,LAHSA
34.054,-118.239,LAHSA
33.86,-118.308,LAHSA
34.08,-118.291,LAHSA
33.987,-117.906,LAHSA
34.016,-118.177,LAHSA
34.089,-118.231,LAHSA
34.078,-118.217,LAHSA
34.102,-118.284,LAHSA
34.16,-118.147,LAHSA
33.985,-117.87,LAHSA
34.088,-118.253,LAHSA
34.082,-118.253,LAHSA
34.109,-118.234,LAHSA
34.06,-117.717,LAHSA
33.796,-118.289,LAHSA
34.245,-118.6,LAHSA
34.1,-118.179,LAHSA
34.699,-118.137,LAHSA
34.105,-118.217,LAHSA
34.574,-118.051,LAHSA
34.053,-118.315,LAHSA
34.064,-118.134,LAHSA
33.887,-118.334,LAHSA
34.236,-118.47,LAHSA
34.735,-117.778,LAHSA
34.054,-117.976,LAHSA
34.061,-117.772,LAHSA
34.055,-117.755,LAHSA
34.09,-118.291,LAHSA
33.89,-118.082,LAHSA
34.264,-118.443,LAHSA
33.958,-118.225,LAHSA
33.99,-118.473,LAHSA
33.954,-118.172,LAHSA
34.033,-118.223,LAHSA
34.09,-118.338,LAHSA
34.185,-118.534,LAHSA
34.228,-118.478,LAHSA
34.026,-117.918,LAHSA
33.738,-118.289,LAHSA
34.03,-118.238,LAHSA
33.958,-118.449,LAHSA
34.012,-118.482,LAHSA
34.258,-118.404,LAHSA
34.021,-118.401,LAHSA
34.054,-118.189,LAHSA
34.059,-118.059,LAHSA
34.055,-118.19,LAHSA
34.04,-118.162,LAHSA
33.963,-118.369,LAHSA
33.916,-118.088,LAHSA
33.954,-118.171,LAHSA
33.952,-118.187,LAHSA
33.955,-118.189,LAHSA
33.956,-118.194,LAHSA
34.266,-118.443,LAHSA
34.004,-118.309,LAHSA
34.032,-118.446,LAHSA
34.122,-118.212,LAHSA
34.063,-117.628,LAHSA
33.995,-117.855,LAHSA
34.034,-117.733,LAHSA
34.024,-117.741,LAHSA
34.034,-118.44,LAHSA
34.02,-118.381,LAHSA
34.258,-118.397,LAHSA
34.25,-118.598,LAHSA
34.279,-118.306,LAHSA
33.935,-118.292,LAHSA
34.209,-118.593,LAHSA
34.22,-118.576,LAHSA
33.96,-118.259,LAHSA
34.015,-118.496,LAHSA
34.747,-118.272,LAHSA
34.042,-118.441,LAHSA
34.059,-118.009,LAHSA
34.188,-118.531,LAHSA
33.986,-118.446,LAHSA
34.172,-118.396,LAHSA
33.986,-118.448,LAHSA
34.15,-118.027,LAHSA
34.088,-117.91,LAHSA
33.946,-118.179,LAHSA
34.241,-118.604,LAHSA
34.045,-118.299,LAHSA
34.17,-118.569,LAHSA
34.053,-118.313,LAHSA
33.905,-118.3,LAHSA
34.292,-118.449,LAHSA
34.165,-118.374,LAHSA
34.214,-118.472,LAHSA
34.187,-118.444,LAHSA
34.169,-118.137,LAHSA
34.314,-118.474,LAHSA
34.198,-118.601,LAHSA
34.313,-118.473,LAHSA
33.962,-118.368,LAHSA
33.912,-118.164,LAHSA
34.165,-118.5,LAHSA
34.084,-117.966,LAHSA
34.136,-118.001,LAHSA
34.106,-117.846,LAHSA
34.167,-118.5,LAHSA
33.964,-118.149,LAHSA
33.975,-118.163,LAHSA
34.063,-118.448,LAHSA
34,-118.242,LAHSA
34.052,-118.448,LAHSA
33.974,-118.163,LAHSA
34.114,-118.172,LAHSA
34.108,-118.152,LAHSA
34.1,-118.307,LAHSA
33.831,-118.294,LAHSA
34.058,-118.416,LAHSA
34.102,-118.291,LAHSA
34.001,-118.436,LAHSA
34.141,-118.15,LAHSA
34.063,-118.282,LAHSA
34.28,-118.418,LAHSA
34.576,-118.133,LAHSA
33.93,-118.273,LAHSA
33.98,-118.439,LAHSA
33.917,-118.139,LAHSA
34.186,-118.512,LAHSA
34.273,-118.382,LAHSA
34.272,-118.398,LAHSA
34.045,-118.349,LAHSA
34.127,-117.966,LAHSA
33.929,-118.177,LAHSA
34.08,-118.076,LAHSA
33.974,-118.424,LAHSA
34.035,-118.436,LAHSA
34.234,-118.563,LAHSA
34.023,-118.064,LAHSA
33.937,-118.253,LAHSA
34.121,-117.975,LAHSA
33.946,-118.378,LAHSA
34.202,-118.563,LAHSA
34,-118.105,LAHSA
34.029,-118.058,LAHSA
33.838,-118.391,LAHSA
34.054,-118.276,LAHSA
34.09,-118.307,LAHSA
33.947,-118.162,LAHSA
34.056,-118.268,LAHSA
34.039,-118.453,LAHSA
33.782,-118.228,LAHSA
34.061,-118.315,LAHSA
33.945,-118.164,LAHSA
33.955,-118.188,LAHSA
33.967,-118.308,LAHSA
33.804,-118.194,LAHSA
33.796,-118.288,LAHSA
34.055,-118.269,LAHSA
34.095,-117.907,LAHSA
34.105,-118.254,LAHSA
34.457,-117.905,LAHSA
34.071,-117.76,LAHSA
34.193,-118.37,LAHSA
34.167,-118.501,LAHSA
34.521,-117.905,LAHSA
33.943,-117.998,LAHSA
33.93,-118.113,LAHSA
34.062,-117.729,LAHSA
34.233,-118.561,LAHSA
34.201,-118.565,LAHSA
34.089,-118.286,LAHSA
33.899,-118.222,LAHSA
34.032,-118.45,LAHSA
34.031,-118.452,LAHSA
34.164,-118.522,LAHSA
34.193,-118.61,LAHSA
34.232,-118.561,LAHSA
34.041,-118.049,LAHSA
34.206,-118.386,LAHSA
34.173,-118.361,LAHSA
34.175,-118.374,LAHSA
34.063,-118.369,LAHSA
34.02,-118.21,LAHSA
34.033,-117.732,LAHSA
34.302,-118.42,LAHSA
34.2,-118.388,LAHSA
34.2,-118.387,LAHSA
34.279,-118.405,LAHSA
33.887,-118.126,LAHSA
34.055,-118.292,LAHSA
34.107,-117.737,LAHSA
34.06,-118.133,LAHSA
34.188,-118.4,LAHSA
34.04,-118.294,LAHSA
33.901,-118.278,LAHSA
34.024,-118.245,LAHSA
34.053,-118.292,LAHSA
34.04,-118.295,LAHSA
34.043,-118.217,LAHSA
34.127,-117.968,LAHSA
34.119,-117.977,LAHSA
34.12,-117.977,LAHSA
34.227,-118.483,LAHSA
33.988,-117.891,LAHSA
34.66,-118.166,LAHSA
33.945,-117.999,LAHSA
33.961,-118.168,LAHSA
34.022,-118.162,LAHSA
34.093,-118.36,LAHSA
33.986,-118.108,LAHSA
33.901,-118.375,LAHSA
34.718,-118.154,LAHSA
34.037,-118.307,LAHSA
34.198,-118.606,LAHSA
33.78,-118.258,LAHSA
34.574,-118.074,LAHSA
34.2,-118.59,LAHSA
34.242,-118.544,LAHSA
34,-118.278,LAHSA
34.027,-118.037,LAHSA
34.25,-118.588,LAHSA
34.76,-118.457,LAHSA
34.037,-118.309,LAHSA
34.62,-118.183,LAHSA
34.135,-118.033,LAHSA
34.138,-118.033,LAHSA
33.804,-118.353,LAHSA
34.053,-118.256,LAHSA
34.123,-117.968,LAHSA
34.045,-118.244,LAHSA
34.029,-118.057,LAHSA
34.007,-118.489,LAHSA
34.035,-118.375,LAHSA
33.919,-118.098,LAHSA
34.021,-118.355,LAHSA
34.083,-118.161,LAHSA
33.985,-118.471,LAHSA
33.917,-118.071,LAHSA
33.953,-118.158,LAHSA
34.021,-118.334,LAHSA
34.725,-118.319,LAHSA
34.703,-118.168,LAHSA
34.107,-118.03,LAHSA
34.07,-117.961,LAHSA
34.069,-118.063,LAHSA
34.035,-118.374,LAHSA
33.988,-118.106,LAHSA
34.667,-118.147,LAHSA
34.061,-117.783,LAHSA
34.024,-118.482,LAHSA
34.255,-118.597,LAHSA
34.142,-118.03,LAHSA
34.054,-118.344,LAHSA
34.044,-118.016,LAHSA
34.231,-118.563,LAHSA
34.7,-118.187,LAHSA
33.941,-118.368,LAHSA
34.577,-118.085,LAHSA
33.931,-118.309,LAHSA
33.949,-118.369,LAHSA
34.044,-118.017,LAHSA
34.048,-118.012,LAHSA
34.208,-118.555,LAHSA
34.209,-118.554,LAHSA
34.031,-118.428,LAHSA
34.063,-118.098,LAHSA
34.071,-117.779,LAHSA
34.04,-118.423,LAHSA
34.187,-118.441,LAHSA
34.045,-118.012,LAHSA
34.049,-118.008,LAHSA
34.066,-118.097,LAHSA
34.077,-117.997,LAHSA
33.901,-118.213,LAHSA
34.07,-117.962,LAHSA
34.014,-118.424,LAHSA
33.938,-118.359,LAHSA
34.064,-118.255,LAHSA
34.02,-118.162,LAHSA
33.999,-118.418,LAHSA
33.888,-118.309,LAHSA
33.967,-118.036,LAHSA
33.957,-118.413,LAHSA
34.064,-117.928,LAHSA
34.032,-118.428,LAHSA
33.941,-118.185,LAHSA
34.049,-118.286,LAHSA
34.025,-118.276,LAHSA
33.879,-118.291,LAHSA
33.961,-118.42,LAHSA
34.047,-118.297,LAHSA
34.033,-118.449,LAHSA
34.068,-118.294,LAHSA
34.076,-118.295,LAHSA
34.07,-118.293,LAHSA
34.112,-117.937,LAHSA
34.687,-118.077,LAHSA
34.167,-118.59,LAHSA
34.048,-118.266,LAHSA
34.164,-118.585,LAHSA
33.983,-118.317,LAHSA
33.914,-118.353,LAHSA
34.051,-118.259,LAHSA
34.185,-118.471,LAHSA
34.232,-118.56,LAHSA
34.092,-118.033,LAHSA
34.187,-118.548,LAHSA
34.045,-118.346,LAHSA
34.179,-118.382,LAHSA
34.02,-118.262,LAHSA
33.99,-118.446,LAHSA
34.093,-118.033,LAHSA
34.102,-118.015,LAHSA
34.144,-118.024,LAHSA
34.105,-117.897,LAHSA
34.139,-117.936,LAHSA
33.986,-118.443,LAHSA
34.073,-118.034,LAHSA
34.137,-117.937,LAHSA
34.132,-117.905,LAHSA
34.703,-118.152,LAHSA
34.043,-118.239,LAHSA
34.14,-117.976,LAHSA
34.104,-118.184,LAHSA
34.232,-118.562,LAHSA
34.193,-118.431,LAHSA
34.111,-117.94,LAHSA
34.114,-117.978,LAHSA
34.151,-118.452,LAHSA
34.098,-117.94,LAHSA
34.065,-118.292,LAHSA
34.04,-118.579,LAHSA
34.578,-118.114,LAHSA
34.596,-118.135,LAHSA
33.785,-118.291,LAHSA
34.187,-118.388,LAHSA
34.192,-118.366,LAHSA
34.043,-118.294,LAHSA
34.256,-118.406,LAHSA
34.042,-118.281,LAHSA
34.07,-117.873,LAHSA
34.265,-118.337,LAHSA
34.259,-118.405,LAHSA
33.993,-118.451,LAHSA
33.958,-118.308,LAHSA
34.273,-118.397,LAHSA
34.173,-118.56,LAHSA
33.976,-118.248,LAHSA
34.025,-118.36,LAHSA
34.182,-118.395,LAHSA
33.98,-118.251,LAHSA
33.984,-118.252,LAHSA
34.2,-118.405,LAHSA
34.055,-118.265,LAHSA
33.959,-118.174,LAHSA
33.954,-118.181,LAHSA
34.309,-118.485,LAHSA
33.94,-118.175,LAHSA
33.994,-118.278,LAHSA
33.949,-118.161,LAHSA
34.579,-118.113,LAHSA
34.648,-118.112,LAHSA
34.579,-118.121,LAHSA
33.888,-118.108,LAHSA
33.858,-118.353,LAHSA
34.202,-118.536,LAHSA
34.176,-118.383,LAHSA
34.023,-118.246,LAHSA
34.101,-118.323,LAHSA
34.031,-118.057,LAHSA
33.98,-118.099,LAHSA
34.051,-118.26,LAHSA
34.046,-118.217,LAHSA
33.98,-117.973,LAHSA
34.164,-118.374,LAHSA
33.987,-118.445,LAHSA
34.065,-118.308,LAHSA
34.056,-118.269,LAHSA
33.725,-118.28,LAHSA
34.733,-118.081,LAHSA
34.057,-118.453,LAHSA
34.968,-116.411,LAHSA
34.645,-118.234,LAHSA
34.101,-118.341,LAHSA
34.076,-117.753,LAHSA
33.737,-118.31,LAHSA
34.22,-118.535,LAHSA
34.022,-118.261,LAHSA
34.108,-118.34,LAHSA
34.752,-118.109,LAHSA
34.002,-118.292,LAHSA
34.016,-118.273,LAHSA
34.704,-118.094,LAHSA
33.924,-118.111,LAHSA
34.048,-118.253,LAHSA
34.726,-118.095,LAHSA
34.018,-118.292,LAHSA
34.046,-118.27,LAHSA
34.048,-118.074,LAHSA
34.225,-118.468,LAHSA
34.251,-118.29,LAHSA
34.297,-118.182,LAHSA
34.037,-118.066,LAHSA
34.036,-117.798,LAHSA
34.04,-118.368,LAHSA
33.935,-118.35,LAHSA
34.043,-118.065,LAHSA
33.786,-118.243,LAHSA
33.922,-118.131,LAHSA
34.15,-118.072,LAHSA
34.157,-118.12,LAHSA
34.7,-118.18,LAHSA
34.063,-118.308,LAHSA
33.736,-118.297,LAHSA
34.053,-117.778,LAHSA
34.092,-118.336,LAHSA
